,location,timestamp,11057,12647,12724,13846,19896,28873,31853,34946,38215,38591,40399,47682,visitor_history_id
0,location not selected,2015-02-17 10:51:27,500,500,500,500,500,100,500,86,100,500,78,100,27865
1,location not selected,2015-02-17 10:51:29,500,500,500,500,500,88,500,86,83,500,79,100,27865
2,location not selected,2015-02-17 10:51:30,500,500,500,500,500,88,500,100,84,500,78,100,27865
3,1_entrance,2015-02-17 10:51:31,500,500,500,500,500,89,500,83,87,500,74,89,27865
4,1_entrance,2015-02-17 10:51:32,500,500,500,500,500,89,500,83,84,500,74,89,27865
5,1_entrance,2015-02-17 10:51:32,500,500,500,500,500,89,500,83,84,500,74,89,27865
6,1_entrance,2015-02-17 10:51:34,500,500,500,500,500,100,500,83,86,500,74,82,27865
7,1_entrance,2015-02-17 10:51:35,89,500,500,500,500,100,500,100,85,500,79,87,27865
8,1_entrance,2015-02-17 10:51:35,89,500,500,500,500,100,500,100,85,500,79,87,27865
9,1_entrance,2015-02-17 10:51:36,100,500,500,500,500,100,500,100,85,500,80,86,27865
10,1_entrance,2015-02-17 10:51:38,100,500,500,500,500,100,500,100,83,500,83,81,27865
11,1_entrance,2015-02-17 10:51:39,100,500,500,500,500,100,500,100,83,500,82,100,27865
12,1_entrance,2015-02-17 10:51:40,100,500,500,500,500,100,500,100,83,500,88,100,27865
13,1_entrance,2015-02-17 10:51:40,100,500,500,500,500,100,500,100,83,500,88,100,27865
14,1_entrance,2015-02-17 10:51:42,100,500,500,500,500,500,500,100,84,500,81,100,27865
15,1_entrance,2015-02-17 10:51:42,100,500,500,500,500,500,500,100,84,500,81,100,27865
16,1_entrance,2015-02-17 10:51:44,100,500,500,500,500,500,500,500,86,500,85,100,27865
17,1_entrance,2015-02-17 10:51:45,500,500,500,500,500,500,500,500,84,500,89,100,27865
18,1_entrance,2015-02-17 10:51:46,500,500,500,500,500,500,500,500,100,500,89,100,27865
19,1_entrance,2015-02-17 10:51:47,500,500,500,500,500,500,500,500,100,500,88,100,27865
20,1_entrance,2015-02-17 10:51:47,500,500,500,500,500,500,500,500,100,500,88,100,27865
21,1_entrance,2015-02-17 10:51:49,500,500,500,500,500,500,500,500,100,500,100,500,27865
22,1_entrance,2015-02-17 10:51:49,500,500,500,500,500,500,500,500,100,500,100,500,27865
23,1_entrance,2015-02-17 10:51:50,500,500,500,500,500,500,500,500,100,500,100,500,27865
24,1_entrance,2015-02-17 10:51:51,500,500,500,500,500,500,500,500,100,500,100,500,27865
25,1_entrance,2015-02-17 10:51:52,500,500,500,500,500,500,500,500,100,500,100,500,27865
26,1_entrance,2015-02-17 10:51:53,500,500,500,500,500,500,500,500,100,500,100,500,27865
27,1_entrance,2015-02-17 10:51:54,500,500,500,500,500,500,500,500,100,500,100,500,27865
28,1_entrance,2015-02-17 10:51:55,500,500,500,500,500,500,500,500,500,500,100,500,27865
29,1_entrance,2015-02-17 10:51:56,500,500,500,500,500,500,500,500,500,500,100,500,27865
30,1_entrance,2015-02-17 10:51:57,500,500,500,500,500,500,500,500,500,500,500,500,27865
31,1_entrance,2015-02-17 10:51:58,500,500,500,500,500,500,500,500,500,500,500,500,27865
32,1_entrance,2015-02-17 10:51:59,500,500,500,500,500,500,500,500,500,500,500,500,27865
33,1_entrance,2015-02-17 10:52:00,500,500,500,500,500,500,500,500,500,500,500,500,27865
34,1_entrance,2015-02-17 10:52:01,500,500,500,500,500,500,500,500,500,500,500,500,27865
35,1_entrance,2015-02-17 10:52:02,500,500,500,500,500,500,500,500,500,500,500,500,27865
36,1_entrance,2015-02-17 10:52:03,500,500,500,500,500,500,500,500,500,500,500,500,27865
37,1_entrance,2015-02-17 10:52:04,500,500,500,500,500,500,500,500,500,500,500,500,27865
38,1_entrance,2015-02-17 10:52:05,500,500,500,500,500,500,500,500,500,500,500,500,27865
39,1_entrance,2015-02-17 10:52:06,500,500,500,500,500,500,500,500,500,500,500,500,27865
40,1_entrance,2015-02-17 10:52:07,500,500,500,500,500,500,500,500,500,500,500,500,27865
41,1_entrance,2015-02-17 10:52:08,500,500,500,500,500,89,500,500,500,500,500,500,27865
42,1_entrance,2015-02-17 10:52:09,500,500,500,500,500,89,500,500,500,500,500,500,27865
43,1_entrance,2015-02-17 10:52:10,500,500,500,500,500,100,500,500,500,500,500,500,27865
44,1_entrance,2015-02-17 10:52:11,500,500,500,500,500,100,500,500,500,500,500,500,27865
45,1_entrance,2015-02-17 10:52:12,500,500,500,500,500,100,500,500,500,500,500,500,27865
46,1_entrance,2015-02-17 10:52:14,500,500,500,500,500,100,500,86,500,500,87,500,27865
47,1_entrance,2015-02-17 10:52:14,500,500,500,500,500,100,500,86,500,500,87,500,27865
48,1_entrance,2015-02-17 10:52:15,500,500,500,500,500,100,500,100,500,500,100,500,27865
49,1_entrance,2015-02-17 10:52:17,500,500,500,500,500,100,500,88,500,500,100,500,27865
50,1_entrance,2015-02-17 10:52:18,500,500,500,500,500,500,500,88,84,500,86,500,27865
51,1_entrance,2015-02-17 10:52:18,500,500,500,500,500,500,500,88,84,500,86,500,27865
52,1_entrance,2015-02-17 10:52:19,500,500,500,500,500,500,500,88,100,500,100,500,27865
53,1_entrance,2015-02-17 10:52:21,500,500,500,500,500,500,500,100,100,500,100,500,27865
54,1_entrance,2015-02-17 10:52:21,500,500,500,500,500,500,500,100,100,500,100,500,27865
55,1_entrance,2015-02-17 10:52:23,500,500,500,500,500,500,500,100,100,500,100,500,27865
56,1_entrance,2015-02-17 10:52:23,500,500,500,500,500,500,500,100,100,500,100,500,27865
57,1_entrance,2015-02-17 10:52:25,500,500,500,500,500,500,500,100,100,500,100,500,27865
58,1_entrance,2015-02-17 10:52:26,500,500,500,500,500,500,500,89,76,500,100,500,27865
59,1_entrance,2015-02-17 10:52:27,500,500,500,500,500,500,500,100,100,500,100,500,27865
60,1_entrance,2015-02-17 10:52:28,500,500,500,500,500,500,500,100,75,500,88,500,27865
61,1_entrance,2015-02-17 10:52:28,500,500,500,500,500,500,500,100,75,500,88,500,27865
62,1_entrance,2015-02-17 10:52:30,500,500,500,500,500,500,500,85,100,500,78,500,27865
63,1_entrance,2015-02-17 10:52:31,500,500,500,500,500,500,500,82,100,500,100,500,27865
64,1_entrance,2015-02-17 10:52:32,500,500,500,500,500,500,500,87,85,500,82,500,27865
65,1_entrance,2015-02-17 10:52:33,500,500,500,500,500,500,500,82,100,500,100,500,27865
66,1_entrance,2015-02-17 10:52:33,500,500,500,500,500,500,500,82,100,500,100,500,27865
67,1_entrance,2015-02-17 10:52:35,500,500,500,500,500,86,500,83,100,500,100,500,27865
68,1_entrance,2015-02-17 10:52:36,500,500,500,500,500,87,500,86,86,500,85,500,27865
69,1_entrance,2015-02-17 10:52:37,500,500,500,500,500,100,500,84,100,500,100,500,27865
70,1_entrance,2015-02-17 10:52:38,500,500,500,500,500,100,500,84,100,500,72,500,27865
71,1_entrance,2015-02-17 10:52:38,500,500,500,500,500,100,500,84,100,500,72,500,27865
72,1_entrance,2015-02-17 10:52:40,500,500,500,500,500,100,500,86,100,500,84,500,27865
73,1_entrance,2015-02-17 10:52:41,500,500,500,500,500,100,500,100,100,500,100,500,27865
74,1_entrance,2015-02-17 10:52:42,500,500,500,500,500,100,500,100,82,500,100,500,27865
75,1_entrance,2015-02-17 10:52:43,500,500,500,500,500,100,500,100,100,500,100,500,27865
76,1_entrance,2015-02-17 10:52:43,500,500,500,500,500,100,500,100,100,500,100,500,27865
77,1_entrance,2015-02-17 10:52:44,500,500,500,500,500,100,500,100,79,500,100,500,27865
78,1_entrance,2015-02-17 10:52:45,500,500,500,500,500,500,500,100,100,500,100,500,27865
79,1_entrance,2015-02-17 10:52:47,500,500,500,500,500,500,500,100,100,500,100,89,27865
80,1_entrance,2015-02-17 10:52:47,500,500,500,500,500,500,500,100,100,500,100,89,27865
81,1_entrance,2015-02-17 10:52:49,500,500,500,500,500,500,500,500,100,500,100,100,27865
82,1_entrance,2015-02-17 10:52:50,500,500,500,500,500,500,500,88,100,500,89,100,27865
83,1_entrance,2015-02-17 10:52:50,500,500,500,500,500,500,500,88,100,500,89,100,27865
84,1_entrance,2015-02-17 10:52:52,500,500,500,500,500,500,500,100,100,500,100,100,27865
85,1_entrance,2015-02-17 10:52:53,500,500,500,500,500,500,500,100,100,500,100,100,27865
86,1_entrance,2015-02-17 10:52:54,500,500,500,500,500,500,500,100,100,500,77,100,27865
87,1_entrance,2015-02-17 10:52:54,500,500,500,500,500,500,500,100,100,500,77,100,27865
88,1_entrance,2015-02-17 10:52:56,500,500,500,500,500,500,500,100,100,500,82,85,27865
89,1_entrance,2015-02-17 10:52:57,500,500,500,500,500,88,500,85,100,500,100,100,27865
90,1_entrance,2015-02-17 10:52:58,500,500,500,500,500,88,500,87,500,500,100,100,27865
91,1_entrance,2015-02-17 10:52:59,500,500,500,500,500,100,500,89,500,500,100,100,27865
92,1_entrance,2015-02-17 10:53:00,500,500,500,500,500,100,500,100,500,500,100,100,27865
93,1_entrance,2015-02-17 10:53:01,500,500,500,500,500,100,500,100,500,500,100,100,27865
94,1_entrance,2015-02-17 10:53:02,500,500,500,500,500,86,500,88,77,500,78,100,27865
95,1_entrance,2015-02-17 10:53:02,500,500,500,500,500,86,500,88,77,500,78,100,27865
96,1_entrance,2015-02-17 10:53:04,500,500,500,500,500,100,500,100,100,500,78,100,27865
97,1_entrance,2015-02-17 10:53:05,500,500,500,500,500,100,500,100,100,500,100,500,27865
98,1_entrance,2015-02-17 10:53:05,500,500,500,500,500,100,500,100,100,500,100,500,27865
99,1_entrance,2015-02-17 10:53:06,500,500,500,500,500,87,500,88,100,500,88,500,27865
100,1_entrance,2015-02-17 10:53:08,500,500,500,500,500,100,500,100,100,500,100,500,27865
101,1_entrance,2015-02-17 10:53:09,500,500,500,500,500,100,500,100,100,500,100,500,27865
102,1_entrance,2015-02-17 10:53:09,500,500,500,500,500,100,500,100,100,500,100,500,27865
103,1_entrance,2015-02-17 10:53:11,500,500,500,500,500,100,500,83,100,500,100,500,27865
104,1_entrance,2015-02-17 10:53:12,500,500,500,500,500,84,500,100,88,500,79,500,27865
105,1_entrance,2015-02-17 10:53:13,500,500,500,500,500,84,500,89,100,500,100,500,27865
106,1_entrance,2015-02-17 10:53:14,500,500,500,500,500,85,500,89,100,500,100,500,27865
107,1_entrance,2015-02-17 10:53:15,500,500,500,500,500,85,500,86,100,500,100,500,27865
108,1_entrance,2015-02-17 10:53:16,88,500,500,500,500,100,500,86,85,500,80,88,27865
109,1_entrance,2015-02-17 10:53:17,88,500,500,500,500,100,500,86,100,500,100,87,27865
110,1_entrance,2015-02-17 10:53:18,100,500,500,500,500,100,500,86,79,500,78,87,27865
111,1_entrance,2015-02-17 10:53:19,100,500,500,500,500,100,500,82,79,500,77,89,27865
112,1_entrance,2015-02-17 10:53:20,100,500,500,500,500,100,500,84,81,500,81,89,27865
113,1_entrance,2015-02-17 10:53:21,100,500,500,500,500,88,500,86,84,500,79,89,27865
114,none,2015-02-17 10:53:22,100,500,500,500,500,100,500,86,83,500,79,89,27865
115,none,2015-02-17 10:53:22,100,500,500,500,500,100,500,86,83,500,79,89,27865
116,none,2015-02-17 10:53:24,100,500,500,500,500,100,500,82,84,500,83,89,27865
117,none,2015-02-17 10:53:25,100,500,500,500,500,100,500,79,84,500,85,100,27865
118,none,2015-02-17 10:53:26,88,500,500,500,500,100,500,86,84,500,77,100,27865
119,none,2015-02-17 10:53:27,100,500,500,500,500,87,500,100,85,500,82,100,27865
120,none,2015-02-17 10:53:27,100,500,500,500,500,87,500,100,85,500,82,100,27865
121,none,2015-02-17 10:53:29,100,500,500,500,500,100,500,74,87,500,81,100,27865
122,none,2015-02-17 10:53:30,86,500,500,89,500,100,500,77,84,500,85,100,27865
123,none,2015-02-17 10:53:31,86,500,500,88,500,100,500,76,83,500,87,100,27865
