,location,timestamp,11057,12647,12724,13846,19896,28873,31853,34946,38215,38591,40399,47682,visitor_history_id
0,none,2015-02-17 11:18:39,500,500,500,500,500,87,500,100,78,500,81,500,27865
1,none,2015-02-17 11:18:40,500,500,500,500,500,100,500,100,80,500,82,500,27865
2,none,2015-02-17 11:18:41,500,500,500,500,500,100,500,100,83,500,82,500,27865
3,none,2015-02-17 11:18:42,500,500,500,500,500,86,500,100,78,500,79,500,27865
4,none,2015-02-17 11:18:43,500,500,500,500,500,85,500,100,78,500,79,500,27865
5,none,2015-02-17 11:18:44,500,500,500,500,500,87,500,100,84,500,80,500,27865
6,none,2015-02-17 11:18:45,500,500,500,500,500,100,500,500,83,500,83,500,27865
7,none,2015-02-17 11:18:46,500,500,500,500,500,87,500,500,84,500,77,500,27865
8,none,2015-02-17 11:18:47,500,500,500,500,500,100,500,82,83,500,74,88,27865
9,1_entrance,2015-02-17 11:18:48,500,500,500,500,500,100,500,82,85,500,74,87,27865
10,1_entrance,2015-02-17 11:18:49,500,500,500,500,500,87,500,100,86,500,71,100,27865
11,1_entrance,2015-02-17 11:18:50,500,500,500,500,500,100,500,100,85,500,72,100,27865
12,1_entrance,2015-02-17 11:18:51,500,500,89,500,500,100,500,89,81,500,78,100,27865
13,1_entrance,2015-02-17 11:18:52,500,500,100,500,500,100,500,100,80,500,81,100,27865
14,1_entrance,2015-02-17 11:18:53,500,500,100,500,500,100,500,86,78,500,80,100,27865
15,1_entrance,2015-02-17 11:18:54,500,500,100,500,500,100,500,88,100,500,79,100,27865
16,1_entrance,2015-02-17 11:18:54,500,500,100,500,500,100,500,88,100,500,79,100,27865
17,1_entrance,2015-02-17 11:18:56,500,500,100,500,500,100,500,100,82,500,75,86,27865
18,1_entrance,2015-02-17 11:18:57,500,500,100,500,500,100,500,100,83,500,77,100,27865
19,1_entrance,2015-02-17 11:18:57,500,500,100,500,500,100,500,100,83,500,77,100,27865
20,1_entrance,2015-02-17 11:18:59,500,500,100,500,500,89,500,80,88,500,76,87,27865
21,1_entrance,2015-02-17 11:18:59,500,500,100,500,500,89,500,80,88,500,76,87,27865
22,1_entrance,2015-02-17 11:19:01,500,500,500,500,500,89,500,85,85,500,76,88,27865
23,1_entrance,2015-02-17 11:19:02,88,500,500,500,500,100,500,89,86,500,78,100,27865
24,1_entrance,2015-02-17 11:19:03,88,500,500,500,500,100,500,86,85,500,80,100,27865
25,1_entrance,2015-02-17 11:19:04,88,500,500,500,500,88,500,85,85,500,81,88,27865
26,1_entrance,2015-02-17 11:19:05,100,500,500,500,500,84,500,82,82,500,79,88,27865
27,none,2015-02-17 11:19:06,88,500,500,500,500,100,500,79,82,500,76,88,27865
28,none,2015-02-17 11:19:07,100,500,500,500,500,100,500,83,82,500,77,100,27865
29,none,2015-02-17 11:19:08,100,500,500,500,500,83,500,85,88,500,80,100,27865
30,none,2015-02-17 11:19:09,100,500,500,500,500,88,500,100,86,500,79,100,27865
31,none,2015-02-17 11:19:10,100,500,500,500,500,100,500,81,87,500,78,100,27865
32,none,2015-02-17 11:19:11,100,500,500,500,500,100,500,89,87,500,80,100,27865
33,none,2015-02-17 11:19:12,100,500,500,500,500,100,500,79,84,500,82,100,27865
34,none,2015-02-17 11:19:13,89,500,500,500,500,100,500,100,82,500,83,100,27865
35,none,2015-02-17 11:19:14,86,500,500,500,500,100,500,100,100,500,83,89,27865
36,none,2015-02-17 11:19:15,84,500,500,500,500,100,500,87,100,500,84,100,27865
37,none,2015-02-17 11:19:16,82,500,500,500,500,82,500,100,85,500,86,88,27865
38,none,2015-02-17 11:19:17,82,500,500,500,500,82,500,100,85,500,86,86,27865
39,none,2015-02-17 11:19:18,100,500,500,500,500,83,89,100,88,500,84,89,27865
40,none,2015-02-17 11:19:19,88,500,500,500,500,83,89,78,88,500,86,89,27865
