,location,timestamp,11057,12724,13846,28873,31853,34946,38215,40399,47682,visitor_history_id,12647,19896,38591
43,1_entrance,2015-02-17 10:18:24,500,500,500,500,500,100,84,80,100,10382,500,500,500
44,1_entrance,2015-02-17 10:18:25,500,500,500,500,500,89,79,79,500,10382,500,500,500
45,1_entrance,2015-02-17 10:18:26,500,500,500,89,500,89,79,74,88,10382,500,500,500
46,1_entrance,2015-02-17 10:18:27,500,500,500,100,500,100,80,74,88,10382,500,500,500
47,1_entrance,2015-02-17 10:18:28,500,500,500,100,500,83,86,75,89,10382,500,500,500
48,1_entrance,2015-02-17 10:18:29,500,500,500,100,500,100,86,76,100,10382,500,500,500
49,1_entrance,2015-02-17 10:18:30,500,500,500,100,500,86,81,78,100,10382,500,500,500
50,1_entrance,2015-02-17 10:18:31,500,500,500,100,500,88,81,78,100,10382,500,500,500
51,1_entrance,2015-02-17 10:18:32,500,500,500,100,500,100,82,77,100,10382,500,500,500
52,1_entrance,2015-02-17 10:18:33,500,500,500,88,500,100,85,75,87,10382,500,500,500
53,1_entrance,2015-02-17 10:18:34,500,500,500,88,500,82,84,76,87,10382,500,500,500
54,1_entrance,2015-02-17 10:18:35,500,500,500,89,500,100,84,77,100,10382,500,500,500
55,1_entrance,2015-02-17 10:18:36,500,500,500,100,500,100,85,78,100,10382,500,500,500
56,1_entrance,2015-02-17 10:18:37,500,500,500,100,500,100,84,80,89,10382,500,500,500
57,1_entrance,2015-02-17 10:18:38,500,500,500,88,500,100,77,83,100,10382,500,500,500
58,1_entrance,2015-02-17 10:18:39,500,500,500,86,500,86,79,84,100,10382,500,500,500
59,1_entrance,2015-02-17 10:18:40,500,500,500,84,500,86,82,84,100,10382,500,500,500
60,1_entrance,2015-02-17 10:18:41,500,500,500,100,500,88,77,82,100,10382,500,500,500
61,none,2015-02-17 10:18:42,500,500,500,100,500,88,79,82,87,10382,500,500,500
62,none,2015-02-17 10:18:43,500,500,500,89,500,100,79,81,87,10382,500,500,500
63,none,2015-02-17 10:18:44,500,500,500,89,500,100,80,82,86,10382,500,500,500
64,none,2015-02-17 10:18:45,84,500,500,100,500,100,77,81,86,10382,500,500,500
65,none,2015-02-17 10:18:46,100,500,500,100,500,79,78,77,100,10382,500,500,500
66,none,2015-02-17 10:18:47,100,500,500,87,500,79,82,80,100,10382,500,500,500
67,none,2015-02-17 10:18:48,87,500,500,100,500,82,84,85,100,10382,500,500,500
68,none,2015-02-17 10:18:49,86,500,500,100,500,89,89,82,100,10382,500,500,500
69,none,2015-02-17 10:18:50,86,500,500,100,89,84,88,83,100,10382,500,500,500
70,1_lobby_aud,2015-02-17 10:18:51,88,500,500,84,88,85,86,84,100,10382,500,500,500
71,1_lobby_aud,2015-02-17 10:18:52,89,500,500,87,100,81,86,82,100,10382,500,500,500
72,1_lobby_aud,2015-02-17 10:18:53,100,500,500,87,88,87,87,81,100,10382,500,500,500
73,1_lobby_aud,2015-02-17 10:18:54,100,500,500,87,100,87,83,80,89,10382,500,500,500
74,1_lobby_aud,2015-02-17 10:18:55,100,500,500,87,100,100,76,80,87,10382,500,500,500
75,1_lobby_aud,2015-02-17 10:18:56,89,500,500,86,100,100,77,82,87,10382,500,500,500
76,1_lobby_aud,2015-02-17 10:18:57,89,500,500,86,100,100,81,82,100,10382,500,500,500
77,1_lobby_aud,2015-02-17 10:18:58,100,500,500,100,100,84,82,79,85,10382,500,500,500
78,1_lobby_aud,2015-02-17 10:18:59,100,500,500,84,100,84,84,79,86,10382,500,500,500
79,1_lobby_aud,2015-02-17 10:19:00,89,500,500,84,100,80,86,81,86,10382,500,500,500
80,1_lobby_aud,2015-02-17 10:19:01,86,500,500,100,86,84,85,79,86,10382,500,500,500
81,1_lobby_aud,2015-02-17 10:19:02,86,500,500,100,100,86,84,79,100,10382,500,500,500
82,1_lobby_aud,2015-02-17 10:19:03,88,500,500,88,89,84,85,79,100,10382,500,500,500
83,1_lobby_aud,2015-02-17 10:19:04,100,500,500,88,89,70,84,82,100,10382,500,500,500
84,1_lobby_aud,2015-02-17 10:19:05,89,500,500,100,89,76,83,83,100,10382,500,500,500
85,1_lobby_aud,2015-02-17 10:19:06,100,500,500,100,88,83,84,81,100,10382,500,500,500
86,1_lobby_aud,2015-02-17 10:19:07,100,500,500,100,88,79,100,84,100,10382,500,500,500
87,1_lobby_aud,2015-02-17 10:19:08,100,500,500,100,100,80,100,80,100,10382,500,500,500
88,1_lobby_aud,2015-02-17 10:19:09,84,500,500,100,100,79,88,82,100,10382,500,500,500
89,1_lobby_aud,2015-02-17 10:19:10,84,500,500,100,100,76,85,87,100,10382,500,500,500
90,1_lobby_aud,2015-02-17 10:19:11,100,500,500,100,100,100,87,85,500,10382,500,500,500
91,1_lobby_aud,2015-02-17 10:19:12,100,500,500,100,100,100,87,85,500,10382,500,500,500
92,1_lobby_aud,2015-02-17 10:19:13,100,500,500,500,100,74,88,83,500,10382,500,500,500
93,1_lobby_aud,2015-02-17 10:19:14,100,500,500,500,100,72,87,86,500,10382,500,500,500
94,1_lobby_aud,2015-02-17 10:19:15,100,500,500,500,100,100,86,88,500,10382,500,500,500
95,1_lobby_aud,2015-02-17 10:19:16,100,500,500,500,500,77,86,88,500,10382,500,500,500
96,1_lobby_aud,2015-02-17 10:19:17,100,500,500,500,500,79,84,88,500,10382,500,500,500
97,1_lobby_aud,2015-02-17 10:19:18,100,500,500,500,500,77,85,89,500,10382,500,500,500
98,1_lobby_aud,2015-02-17 10:19:19,500,500,500,500,500,75,84,87,500,10382,500,500,500
99,1_lobby_aud,2015-02-17 10:19:20,500,500,500,500,500,73,83,89,500,10382,500,500,500
100,1_lobby_aud,2015-02-17 10:19:21,500,500,500,500,500,65,87,100,500,10382,500,500,500
101,1_lobby_aud,2015-02-17 10:19:22,500,500,500,500,500,60,85,86,500,10382,500,500,500
102,1_lobby_aud,2015-02-17 10:19:23,500,500,500,500,500,60,85,86,500,10382,500,500,500
103,1_lobby_aud,2015-02-17 10:19:24,500,500,500,500,500,66,86,85,500,10382,500,500,500
104,1_lobby_aud,2015-02-17 10:19:25,500,500,500,500,500,74,87,85,500,10382,500,500,500
105,1_lobby_aud,2015-02-17 10:19:26,500,500,500,500,500,71,87,88,500,10382,500,500,500
106,1_lobby_aud,2015-02-17 10:19:27,500,500,500,500,500,70,86,87,500,10382,500,500,500
107,1_lobby_aud,2015-02-17 10:19:28,500,500,500,500,500,76,87,86,500,10382,500,500,500
108,1_lobby_aud,2015-02-17 10:19:29,500,500,500,500,500,79,85,86,500,10382,500,500,500
109,1_lobby_aud,2015-02-17 10:19:30,500,500,500,84,500,73,89,86,86,10382,500,500,500
110,1_lobby_aud,2015-02-17 10:19:31,89,500,500,81,500,65,86,88,87,10382,500,500,500
111,1_lobby_aud,2015-02-17 10:19:32,89,500,500,89,500,80,87,87,88,10382,500,500,500
112,1_lobby_aud,2015-02-17 10:19:33,100,500,500,74,85,74,87,86,89,10382,500,500,500
113,1_lobby_aud,2015-02-17 10:19:34,100,500,500,86,86,76,87,85,89,10382,500,500,500
114,1_lobby_aud,2015-02-17 10:19:35,100,500,500,85,100,80,86,82,88,10382,500,500,500
115,1_lobby_aud,2015-02-17 10:19:36,100,500,500,81,100,83,80,78,87,10382,500,500,500
116,1_lobby_aud,2015-02-17 10:19:37,100,500,500,100,100,83,78,81,88,10382,500,500,500
117,1_lobby_aud,2015-02-17 10:19:38,100,500,500,100,100,100,77,79,89,10382,500,500,500
118,1_lobby_aud,2015-02-17 10:19:39,88,500,500,88,100,85,78,82,100,10382,500,500,500
119,1_lobby_aud,2015-02-17 10:19:40,88,500,500,88,100,85,80,85,100,10382,500,500,500
120,1_lobby_aud,2015-02-17 10:19:41,100,500,500,100,100,79,83,83,100,10382,500,500,500
121,1_lobby_aud,2015-02-17 10:19:42,100,500,500,88,100,83,77,83,100,10382,500,500,500
122,1_lobby_aud,2015-02-17 10:19:43,100,500,500,88,100,84,78,83,86,10382,500,500,500
123,1_lobby_aud,2015-02-17 10:19:44,100,500,500,88,86,78,83,84,88,10382,500,500,500
124,1_lobby_aud,2015-02-17 10:19:45,100,500,500,87,86,76,87,80,87,10382,500,500,500
125,1_lobby_aud,2015-02-17 10:19:46,100,500,500,87,89,76,86,80,100,10382,500,500,500
126,1_lobby_aud,2015-02-17 10:19:47,100,500,500,100,84,79,86,85,100,10382,500,500,500
127,1_lobby_aud,2015-02-17 10:19:48,88,500,500,100,85,82,100,83,100,10382,500,500,500
128,none,2015-02-17 10:19:49,79,500,500,100,88,78,89,84,100,10382,500,500,500
129,none,2015-02-17 10:19:50,100,500,500,100,100,79,89,86,100,10382,500,500,500
130,none,2015-02-17 10:19:51,100,500,500,100,100,80,100,86,100,10382,500,500,500
131,none,2015-02-17 10:19:52,100,500,500,100,100,85,100,100,100,10382,500,500,500
132,none,2015-02-17 10:19:53,100,500,500,100,100,85,100,100,100,10382,500,500,500
133,none,2015-02-17 10:19:54,85,500,500,100,100,78,100,80,500,10382,500,500,500
134,none,2015-02-17 10:19:55,83,500,500,89,100,100,100,86,500,10382,500,500,500
135,none,2015-02-17 10:19:56,82,500,500,100,100,82,100,86,500,10382,500,500,500
136,none,2015-02-17 10:19:57,81,500,500,100,100,87,100,87,500,10382,500,500,500
137,none,2015-02-17 10:19:58,79,500,500,100,100,88,100,88,500,10382,500,500,500
138,1_class_lezin,2015-02-17 10:19:59,100,500,500,100,500,79,500,89,500,10382,500,500,500
139,1_class_lezin,2015-02-17 10:20:00,100,500,500,100,500,89,500,100,500,10382,500,500,500
140,1_class_lezin,2015-02-17 10:20:01,87,500,500,100,500,85,500,100,500,10382,500,500,500
141,1_class_lezin,2015-02-17 10:20:02,86,500,500,100,500,83,500,100,500,10382,500,500,500
142,1_class_lezin,2015-02-17 10:20:03,87,500,500,100,500,84,500,100,500,10382,500,500,500
143,1_class_lezin,2015-02-17 10:20:04,88,500,500,100,500,85,500,100,500,10382,500,500,500
144,1_class_lezin,2015-02-17 10:20:05,100,500,500,500,500,84,500,100,500,10382,500,500,500
145,1_class_lezin,2015-02-17 10:20:06,87,500,500,500,500,83,500,89,500,10382,500,500,500
146,1_class_lezin,2015-02-17 10:20:07,100,500,500,500,500,100,89,100,500,10382,500,500,500
147,1_class_lezin,2015-02-17 10:20:08,100,500,500,500,500,77,89,89,500,10382,500,500,500
148,1_class_lezin,2015-02-17 10:20:09,87,500,500,500,500,80,100,87,500,10382,500,500,500
149,1_class_lezin,2015-02-17 10:20:10,100,500,500,500,500,84,100,100,500,10382,500,500,500
150,1_class_lezin,2015-02-17 10:20:11,100,500,500,500,500,84,100,100,500,10382,500,500,500
151,1_class_lezin,2015-02-17 10:20:12,88,500,500,500,500,84,100,86,500,10382,500,500,500
152,1_class_lezin,2015-02-17 10:20:13,83,500,500,500,500,100,100,100,500,10382,500,500,500
153,1_class_lezin,2015-02-17 10:20:14,83,500,500,500,500,80,100,85,500,10382,500,500,500
154,1_class_lezin,2015-02-17 10:20:15,85,500,500,88,500,77,100,85,500,10382,500,500,500
155,1_class_lezin,2015-02-17 10:20:16,85,500,500,100,500,80,100,85,500,10382,500,500,500
156,1_class_lezin,2015-02-17 10:20:17,85,500,500,100,500,83,500,86,500,10382,500,500,500
157,1_class_lezin,2015-02-17 10:20:18,86,500,500,100,500,86,500,84,500,10382,500,500,500
158,1_class_lezin,2015-02-17 10:20:19,84,500,500,100,500,82,500,85,500,10382,500,500,500
159,1_class_lezin,2015-02-17 10:20:20,80,500,500,100,500,77,500,87,500,10382,500,500,500
160,1_class_lezin,2015-02-17 10:20:21,77,500,500,100,500,78,500,87,500,10382,500,500,500
161,1_class_lezin,2015-02-17 10:20:22,75,500,500,100,500,79,500,87,500,10382,500,500,500
162,1_class_lezin,2015-02-17 10:20:23,78,500,500,100,500,80,500,86,500,10382,500,500,500
163,1_class_lezin,2015-02-17 10:20:24,80,500,500,100,500,83,500,87,500,10382,500,500,500
164,1_class_lezin,2015-02-17 10:20:25,83,500,500,500,500,76,500,88,500,10382,500,500,500
165,1_class_lezin,2015-02-17 10:20:26,76,500,500,500,500,78,500,88,500,10382,500,500,500
166,1_class_lezin,2015-02-17 10:20:27,80,500,500,500,500,82,500,100,500,10382,500,500,500
167,1_class_lezin,2015-02-17 10:20:28,85,500,500,500,500,84,500,86,500,10382,500,500,500
168,1_class_lezin,2015-02-17 10:20:29,82,500,500,500,500,84,500,89,500,10382,500,500,500
169,1_class_lezin,2015-02-17 10:20:30,100,500,500,500,500,82,500,89,500,10382,500,500,500
170,1_class_lezin,2015-02-17 10:20:31,83,500,500,500,500,83,500,100,500,10382,500,500,500
171,1_class_lezin,2015-02-17 10:20:32,80,500,500,500,500,86,500,100,500,10382,500,500,500
172,1_class_lezin,2015-02-17 10:20:33,100,500,500,500,500,85,500,100,500,10382,500,500,500
173,1_class_lezin,2015-02-17 10:20:34,86,500,500,500,500,79,500,100,500,10382,500,500,500
174,1_class_lezin,2015-02-17 10:20:35,86,500,500,500,500,80,500,100,500,10382,500,500,500
175,1_class_lezin,2015-02-17 10:20:36,100,500,500,500,500,82,500,100,500,10382,500,500,500
176,1_class_lezin,2015-02-17 10:20:37,100,500,500,500,500,81,500,89,500,10382,500,500,500
177,1_class_lezin,2015-02-17 10:20:38,100,500,500,500,500,100,500,88,500,10382,500,500,500
178,1_class_lezin,2015-02-17 10:20:39,100,500,500,500,500,80,500,100,500,10382,500,500,500
179,1_class_lezin,2015-02-17 10:20:40,83,500,500,500,500,74,500,100,500,10382,500,500,500
180,1_class_lezin,2015-02-17 10:20:41,84,500,500,500,500,79,500,100,500,10382,500,500,500
181,1_class_lezin,2015-02-17 10:20:42,81,500,500,500,500,86,500,100,500,10382,500,500,500
182,1_class_lezin,2015-02-17 10:20:43,78,500,500,500,500,88,500,100,500,10382,500,500,500
183,1_class_lezin,2015-02-17 10:20:44,80,500,500,500,500,87,500,100,500,10382,500,500,500
184,1_class_lezin,2015-02-17 10:20:45,80,500,500,500,500,86,500,100,500,10382,500,500,500
185,1_class_lezin,2015-02-17 10:20:46,81,500,500,500,500,85,500,100,500,10382,500,500,500
186,1_class_lezin,2015-02-17 10:20:47,80,500,500,500,500,100,500,100,500,10382,500,500,500
187,1_class_lezin,2015-02-17 10:20:48,84,500,500,500,500,82,500,500,500,10382,500,500,500
188,1_class_lezin,2015-02-17 10:20:49,100,500,500,500,500,84,500,500,500,10382,500,500,500
189,none,2015-02-17 10:20:50,77,500,500,500,500,86,500,500,500,10382,500,500,500
190,none,2015-02-17 10:20:51,85,500,500,500,500,85,500,500,500,10382,500,500,500
191,none,2015-02-17 10:20:52,79,500,500,500,500,85,500,88,500,10382,500,500,500
192,none,2015-02-17 10:20:53,100,500,500,500,500,71,500,87,500,10382,500,500,500
193,none,2015-02-17 10:20:54,100,500,500,500,500,72,88,86,500,10382,500,500,500
194,none,2015-02-17 10:20:55,100,500,500,85,500,74,87,83,89,10382,500,500,500
195,none,2015-02-17 10:20:56,100,500,500,84,500,100,85,84,89,10382,500,500,500
196,none,2015-02-17 10:20:57,100,500,500,84,500,100,86,82,100,10382,500,500,500
