,location,timestamp,11057,12724,13846,19896,28873,31853,34946,38215,40399,47682,visitor_history_id,12647,38591
40,1_entrance,2015-02-17 10:12:23,84,500,500,500,89,100,100,77,76,82,34777,500,500
41,1_entrance,2015-02-17 10:12:24,100,500,500,500,89,100,89,77,76,100,34777,500,500
42,1_entrance,2015-02-17 10:12:25,89,500,500,500,85,100,80,77,79,100,34777,500,500
43,1_entrance,2015-02-17 10:12:26,89,500,500,500,100,100,100,77,79,100,34777,500,500
44,1_entrance,2015-02-17 10:12:27,89,500,500,500,84,100,83,84,100,100,34777,500,500
45,1_entrance,2015-02-17 10:12:28,89,500,500,500,85,100,89,84,100,100,34777,500,500
46,1_entrance,2015-02-17 10:12:29,100,500,500,500,84,100,88,74,74,100,34777,500,500
47,1_entrance,2015-02-17 10:12:30,100,500,500,500,84,500,88,74,74,100,34777,500,500
48,1_entrance,2015-02-17 10:12:31,100,500,500,500,100,500,88,68,79,100,34777,500,500
49,1_entrance,2015-02-17 10:12:32,100,500,500,500,100,500,100,68,79,100,34777,500,500
50,1_entrance,2015-02-17 10:12:33,100,500,500,500,84,500,100,76,72,86,34777,500,500
51,1_entrance,2015-02-17 10:12:34,89,500,500,500,84,86,100,76,72,100,34777,500,500
52,1_entrance,2015-02-17 10:12:35,100,500,500,500,86,100,80,83,78,82,34777,500,500
53,1_entrance,2015-02-17 10:12:36,100,500,500,500,87,100,80,83,78,100,34777,500,500
54,1_entrance,2015-02-17 10:12:37,100,500,500,500,100,100,100,85,85,100,34777,500,500
55,1_entrance,2015-02-17 10:12:38,100,500,500,500,100,100,100,85,85,100,34777,500,500
56,1_entrance,2015-02-17 10:12:39,100,500,500,500,83,100,100,78,100,100,34777,500,500
57,1_entrance,2015-02-17 10:12:40,100,500,500,500,83,100,83,78,100,88,34777,500,500
58,1_entrance,2015-02-17 10:12:41,100,500,500,500,84,100,85,82,80,83,34777,500,500
59,1_entrance,2015-02-17 10:12:42,100,500,89,500,100,100,80,82,80,86,34777,500,500
60,1_entrance,2015-02-17 10:12:44,500,500,100,500,100,500,81,82,76,87,34777,500,500
61,1_entrance,2015-02-17 10:12:44,500,500,100,500,100,500,81,82,76,87,34777,500,500
62,1_entrance,2015-02-17 10:12:45,500,500,100,500,100,500,100,84,84,100,34777,500,500
63,1_entrance,2015-02-17 10:12:46,500,500,100,500,100,500,100,81,81,100,34777,500,500
64,1_entrance,2015-02-17 10:12:47,500,500,100,500,100,500,100,80,78,85,34777,500,500
65,1_entrance,2015-02-17 10:12:48,500,500,100,500,100,500,100,80,82,85,34777,500,500
66,1_entrance,2015-02-17 10:12:49,500,500,100,500,100,89,100,78,82,100,34777,500,500
67,1_entrance,2015-02-17 10:12:50,500,500,100,500,100,89,87,77,82,100,34777,500,500
68,1_entrance,2015-02-17 10:12:51,500,500,100,500,85,100,87,76,78,100,34777,500,500
69,1_entrance,2015-02-17 10:12:52,500,500,500,500,87,100,77,80,78,100,34777,500,500
70,1_entrance,2015-02-17 10:12:53,500,500,500,500,89,88,79,82,77,87,34777,500,500
71,1_entrance,2015-02-17 10:12:54,89,88,500,500,100,87,78,84,77,85,34777,500,500
72,1_entrance,2015-02-17 10:12:55,100,88,500,500,82,84,79,80,77,84,34777,500,500
73,1_entrance,2015-02-17 10:12:56,100,100,500,500,82,100,79,79,74,85,34777,500,500
74,1_entrance,2015-02-17 10:12:57,100,100,500,500,86,100,75,84,73,87,34777,500,500
75,1_entrance,2015-02-17 10:12:58,100,100,500,500,86,100,81,80,79,87,34777,500,500
76,1_entrance,2015-02-17 10:12:59,100,100,500,500,85,100,84,82,77,84,34777,500,500
77,1_entrance,2015-02-17 10:13:00,100,100,87,500,85,100,84,81,79,84,34777,500,500
78,1_entrance,2015-02-17 10:13:01,86,100,87,500,86,100,85,80,79,87,34777,500,500
79,1_entrance,2015-02-17 10:13:02,100,100,100,500,100,100,78,80,76,86,34777,500,500
80,1_entrance,2015-02-17 10:13:03,100,100,100,500,100,86,100,75,81,86,34777,500,500
81,1_entrance,2015-02-17 10:13:04,100,500,100,500,86,100,100,77,75,84,34777,500,500
82,1_entrance,2015-02-17 10:13:05,84,500,100,500,83,100,82,79,79,83,34777,500,500
83,1_entrance,2015-02-17 10:13:06,83,500,100,500,86,100,82,87,82,100,34777,500,500
84,1_entrance,2015-02-17 10:13:07,81,500,100,500,100,100,82,84,80,87,34777,500,500
85,1_entrance,2015-02-17 10:13:08,81,500,86,500,81,100,75,83,79,86,34777,500,500
86,1_entrance,2015-02-17 10:13:09,83,500,86,500,100,100,71,80,76,87,34777,500,500
87,1_entrance,2015-02-17 10:13:10,100,500,100,500,100,100,82,81,77,89,34777,500,500
88,none,2015-02-17 10:13:11,84,500,100,500,100,88,77,84,80,86,34777,500,500
89,none,2015-02-17 10:13:12,84,500,100,500,100,88,76,84,80,84,34777,500,500
90,none,2015-02-17 10:13:13,89,500,100,500,83,100,74,85,78,87,34777,500,500
91,none,2015-02-17 10:13:14,89,500,100,500,82,100,71,86,73,84,34777,500,500
92,none,2015-02-17 10:13:15,84,500,100,500,84,100,72,79,75,85,34777,500,500
93,none,2015-02-17 10:13:16,70,500,100,500,87,100,80,83,79,86,34777,500,500
94,none,2015-02-17 10:13:17,100,500,100,500,87,89,81,86,83,85,34777,500,500
95,none,2015-02-17 10:13:18,88,500,500,500,85,86,82,86,82,85,34777,500,500
96,none,2015-02-17 10:13:19,84,500,500,500,100,87,80,85,82,89,34777,500,500
97,none,2015-02-17 10:13:20,80,500,500,500,100,88,75,84,87,87,34777,500,500
98,none,2015-02-17 10:13:21,85,500,500,500,100,88,72,83,83,86,34777,500,500
99,none,2015-02-17 10:13:22,84,500,500,500,100,100,84,86,82,100,34777,500,500
100,none,2015-02-17 10:13:23,82,500,89,500,78,100,76,86,85,100,34777,500,500
101,none,2015-02-17 10:13:24,83,500,89,500,83,88,77,100,82,89,34777,500,500
102,none,2015-02-17 10:13:25,84,500,100,500,100,88,79,84,78,87,34777,500,500
103,none,2015-02-17 10:13:26,88,500,100,500,79,89,70,85,83,84,34777,500,500
104,none,2015-02-17 10:13:27,88,500,100,500,100,100,74,86,81,86,34777,500,500
105,1_lobby_aud,2015-02-17 10:13:28,85,500,100,500,100,86,66,85,81,88,34777,500,500
106,1_lobby_aud,2015-02-17 10:13:29,84,500,100,500,100,86,80,85,81,100,34777,500,500
107,1_lobby_aud,2015-02-17 10:13:30,84,500,100,500,100,86,73,85,83,100,34777,500,500
108,1_lobby_aud,2015-02-17 10:13:31,85,500,100,500,100,87,77,85,84,100,34777,500,500
109,1_lobby_aud,2015-02-17 10:13:32,84,500,100,500,100,86,74,84,85,100,34777,500,500
110,1_lobby_aud,2015-02-17 10:13:33,83,500,500,500,100,88,80,88,84,100,34777,500,500
111,1_lobby_aud,2015-02-17 10:13:34,80,500,500,500,88,100,75,88,82,100,34777,500,500
112,1_lobby_aud,2015-02-17 10:13:35,81,500,500,500,88,100,67,85,84,100,34777,500,500
113,1_lobby_aud,2015-02-17 10:13:36,81,500,500,500,100,87,71,85,84,100,34777,500,500
114,1_lobby_aud,2015-02-17 10:13:37,100,500,500,500,100,100,76,84,83,500,34777,500,500
115,1_lobby_aud,2015-02-17 10:13:38,100,500,500,500,100,100,69,83,82,500,34777,500,500
116,1_lobby_aud,2015-02-17 10:13:39,85,500,500,500,100,100,63,80,84,500,34777,500,500
117,1_lobby_aud,2015-02-17 10:13:40,89,500,500,500,88,100,62,79,84,500,34777,500,500
118,1_lobby_aud,2015-02-17 10:13:41,87,500,500,500,88,100,67,82,80,500,34777,500,500
119,1_lobby_aud,2015-02-17 10:13:42,100,500,500,500,100,100,69,84,85,500,34777,500,500
120,1_lobby_aud,2015-02-17 10:13:44,100,500,500,500,100,100,71,86,87,500,34777,500,500
121,1_lobby_aud,2015-02-17 10:13:45,84,500,500,500,89,100,77,85,86,500,34777,500,500
122,1_lobby_aud,2015-02-17 10:13:46,84,500,500,500,84,500,75,87,86,500,34777,500,500
123,1_lobby_aud,2015-02-17 10:13:47,82,500,500,500,89,500,74,81,85,500,34777,500,500
124,1_lobby_aud,2015-02-17 10:13:48,82,500,500,500,100,500,100,77,83,87,34777,500,500
125,1_lobby_aud,2015-02-17 10:13:49,86,500,500,500,100,500,68,78,80,85,34777,500,500
126,1_lobby_aud,2015-02-17 10:13:50,86,500,500,500,78,89,78,77,76,88,34777,500,500
127,1_lobby_aud,2015-02-17 10:13:51,100,500,500,500,100,100,100,83,79,100,34777,500,500
128,1_lobby_aud,2015-02-17 10:13:52,86,500,500,500,89,100,71,81,83,100,34777,500,500
129,1_lobby_aud,2015-02-17 10:13:53,86,500,500,500,89,100,64,85,86,100,34777,500,500
130,1_lobby_aud,2015-02-17 10:13:54,100,500,500,500,100,100,100,84,84,100,34777,500,500
131,1_lobby_aud,2015-02-17 10:13:55,100,500,500,500,100,100,72,83,86,100,34777,500,500
132,1_lobby_aud,2015-02-17 10:13:56,87,500,500,500,87,100,71,85,82,84,34777,500,500
133,1_lobby_aud,2015-02-17 10:13:57,86,500,500,500,87,100,69,85,79,85,34777,500,500
134,1_lobby_aud,2015-02-17 10:13:58,100,500,500,500,88,100,66,86,83,100,34777,500,500
135,1_lobby_aud,2015-02-17 10:13:59,100,500,500,500,88,100,66,84,83,88,34777,500,500
136,1_lobby_aud,2015-02-17 10:14:00,100,500,500,500,80,87,69,80,81,87,34777,500,500
137,1_lobby_aud,2015-02-17 10:14:01,81,500,500,500,84,100,81,77,78,87,34777,500,500
138,1_lobby_aud,2015-02-17 10:14:02,85,500,500,500,83,100,85,74,80,100,34777,500,500
139,1_lobby_aud,2015-02-17 10:14:03,100,500,500,500,77,87,80,74,80,100,34777,500,500
140,1_lobby_aud,2015-02-17 10:14:04,81,500,500,500,100,85,72,81,81,100,34777,500,500
141,1_lobby_aud,2015-02-17 10:14:05,85,500,500,500,87,100,77,83,81,87,34777,500,500
142,1_lobby_aud,2015-02-17 10:14:06,82,500,500,500,87,87,84,80,80,88,34777,500,500
143,none,2015-02-17 10:14:07,82,500,500,500,100,87,88,82,76,100,34777,500,500
144,none,2015-02-17 10:14:08,83,500,500,500,100,87,100,83,77,100,34777,500,500
145,none,2015-02-17 10:14:09,80,500,500,500,88,100,78,80,77,88,34777,500,500
146,none,2015-02-17 10:14:10,78,500,500,500,88,89,75,84,81,88,34777,500,500
147,none,2015-02-17 10:14:11,74,500,500,500,100,100,75,100,84,100,34777,500,500
148,none,2015-02-17 10:14:12,69,500,500,500,100,100,75,100,100,100,34777,500,500
149,none,2015-02-17 10:14:13,74,500,500,500,100,100,83,100,84,89,34777,500,500
150,none,2015-02-17 10:14:14,79,500,500,500,100,100,78,100,84,100,34777,500,500
151,none,2015-02-17 10:14:15,78,500,500,500,100,100,86,100,88,100,34777,500,500
152,none,2015-02-17 10:14:16,77,500,500,500,100,100,79,100,88,100,34777,500,500
153,none,2015-02-17 10:14:17,80,500,500,500,100,100,79,100,87,100,34777,500,500
154,none,2015-02-17 10:14:18,82,500,500,500,100,100,82,100,100,100,34777,500,500
155,none,2015-02-17 10:14:19,83,500,500,500,100,100,80,87,100,100,34777,500,500
156,none,2015-02-17 10:14:20,77,500,500,500,500,500,76,87,100,100,34777,500,500
157,1_class_lezin,2015-02-17 10:14:21,100,500,500,500,500,500,74,100,88,100,34777,500,500
158,1_class_lezin,2015-02-17 10:14:22,80,500,500,500,500,500,73,100,89,100,34777,500,500
159,1_class_lezin,2015-02-17 10:14:23,89,500,500,500,500,500,80,100,100,500,34777,500,500
160,1_class_lezin,2015-02-17 10:14:24,85,500,500,500,500,500,87,100,100,500,34777,500,500
161,1_class_lezin,2015-02-17 10:14:25,84,500,500,500,500,500,86,100,86,500,34777,500,500
162,1_class_lezin,2015-02-17 10:14:26,79,500,500,500,88,500,80,86,86,500,34777,500,500
163,1_class_lezin,2015-02-17 10:14:27,82,500,500,500,88,500,77,100,84,500,34777,500,500
164,1_class_lezin,2015-02-17 10:14:28,84,500,500,500,100,500,74,87,85,500,34777,500,500
165,1_class_lezin,2015-02-17 10:14:29,79,500,500,500,88,500,74,86,87,500,34777,500,500
166,1_class_lezin,2015-02-17 10:14:30,74,500,500,500,100,89,79,86,86,500,34777,500,500
167,1_class_lezin,2015-02-17 10:14:31,75,500,500,500,100,100,100,100,87,500,34777,500,500
168,1_class_lezin,2015-02-17 10:14:32,78,500,500,500,88,100,86,100,84,500,34777,500,500
169,1_class_lezin,2015-02-17 10:14:33,74,500,500,500,100,100,77,100,84,500,34777,500,500
170,1_class_lezin,2015-02-17 10:14:34,75,500,500,500,100,100,78,87,84,500,34777,500,500
171,1_class_lezin,2015-02-17 10:14:35,77,500,500,500,100,100,100,87,86,500,34777,500,500
172,1_class_lezin,2015-02-17 10:14:36,77,500,500,500,100,100,77,100,85,500,34777,500,500
173,1_class_lezin,2015-02-17 10:14:37,81,500,500,500,100,100,75,88,84,500,34777,500,500
174,1_class_lezin,2015-02-17 10:14:38,85,500,500,500,100,100,74,100,84,500,34777,500,500
175,1_class_lezin,2015-02-17 10:14:39,85,500,500,500,100,100,100,100,87,500,34777,500,500
176,1_class_lezin,2015-02-17 10:14:40,82,500,500,500,100,500,100,100,87,500,34777,500,500
177,1_class_lezin,2015-02-17 10:14:41,78,500,500,500,100,500,77,88,89,500,34777,500,500
178,1_class_lezin,2015-02-17 10:14:42,79,500,500,500,500,500,81,88,88,500,34777,500,500
179,1_class_lezin,2015-02-17 10:14:43,80,500,500,500,500,500,84,100,88,500,34777,500,500
180,1_class_lezin,2015-02-17 10:14:44,100,500,500,500,500,500,84,100,88,500,34777,500,500
181,none,2015-02-17 10:14:45,100,500,500,500,500,500,100,100,87,500,34777,500,500
182,none,2015-02-17 10:14:46,88,500,500,500,500,500,100,100,87,500,34777,500,500
183,none,2015-02-17 10:14:47,88,500,500,500,85,84,100,88,86,500,34777,500,500
184,none,2015-02-17 10:14:48,87,500,500,500,84,86,100,88,81,500,34777,500,500
185,none,2015-02-17 10:14:49,87,500,500,500,82,86,70,88,80,86,34777,500,500
186,none,2015-02-17 10:14:50,100,500,89,500,100,87,77,85,83,87,34777,500,500
187,none,2015-02-17 10:14:51,87,500,89,500,79,100,85,80,82,100,34777,500,500
188,none,2015-02-17 10:14:52,87,500,100,500,85,100,82,77,81,88,34777,500,500
189,none,2015-02-17 10:14:53,100,500,100,500,85,100,100,82,75,87,34777,500,500
190,none,2015-02-17 10:14:54,100,500,100,500,86,100,85,79,81,87,34777,500,500
191,none,2015-02-17 10:14:55,100,500,100,500,82,100,100,74,79,87,34777,500,500
192,none,2015-02-17 10:14:56,100,500,100,500,100,100,100,77,78,89,34777,500,500
193,none,2015-02-17 10:14:57,100,500,100,500,100,100,87,78,80,89,34777,500,500
194,none,2015-02-17 10:14:58,100,500,100,500,86,100,87,77,80,87,34777,500,500
195,none,2015-02-17 10:14:59,100,500,100,500,86,100,100,77,81,86,34777,500,500
196,none,2015-02-17 10:15:00,100,500,500,500,100,500,100,80,82,100,34777,500,500
