,location,timestamp,11057,12647,12724,13846,19896,28873,31853,34946,38215,38591,40399,47682,visitor_history_id
0,location not selected,2015-02-17 10:51:27,500,500,500,500,500,500,500,86,100,500,81,500,80198
1,location not selected,2015-02-17 10:51:29,500,500,500,500,500,500,500,87,100,500,79,500,80198
2,location not selected,2015-02-17 10:51:30,500,500,500,500,500,500,500,85,100,500,100,500,80198
3,1_entrance,2015-02-17 10:51:31,500,500,500,500,500,500,500,87,100,500,85,500,80198
4,1_entrance,2015-02-17 10:51:32,500,500,500,500,500,500,500,87,89,500,84,500,80198
5,1_entrance,2015-02-17 10:51:32,500,500,500,500,500,500,500,87,89,500,84,500,80198
6,1_entrance,2015-02-17 10:51:34,500,500,500,500,500,500,500,100,81,500,87,500,80198
7,1_entrance,2015-02-17 10:51:35,500,500,500,500,500,500,500,100,81,500,83,88,80198
8,1_entrance,2015-02-17 10:51:35,500,500,500,500,500,500,500,100,81,500,83,88,80198
9,1_entrance,2015-02-17 10:51:36,500,500,500,500,500,500,500,100,83,500,85,89,80198
10,1_entrance,2015-02-17 10:51:38,500,500,500,500,500,500,500,86,85,500,85,100,80198
11,1_entrance,2015-02-17 10:51:39,500,500,500,500,500,500,500,86,85,500,82,100,80198
12,1_entrance,2015-02-17 10:51:40,500,500,500,500,500,500,500,89,86,500,83,89,80198
13,1_entrance,2015-02-17 10:51:40,500,500,500,500,500,500,500,89,86,500,83,89,80198
14,1_entrance,2015-02-17 10:51:42,500,500,500,500,500,500,500,100,100,500,86,100,80198
15,1_entrance,2015-02-17 10:51:42,500,500,500,500,500,500,500,100,100,500,86,100,80198
16,1_entrance,2015-02-17 10:51:44,500,500,500,500,500,87,500,100,85,500,86,100,80198
17,1_entrance,2015-02-17 10:51:45,500,500,500,500,500,88,500,100,85,500,84,87,80198
18,1_entrance,2015-02-17 10:51:46,500,500,500,500,500,87,500,100,87,500,84,100,80198
19,1_entrance,2015-02-17 10:51:47,500,500,500,500,500,86,500,100,85,500,88,100,80198
20,1_entrance,2015-02-17 10:51:47,500,500,500,500,500,86,500,100,85,500,88,100,80198
21,1_entrance,2015-02-17 10:51:49,500,500,500,500,500,86,500,89,100,500,88,100,80198
22,1_entrance,2015-02-17 10:51:49,500,500,500,500,500,86,500,89,100,500,88,100,80198
23,1_entrance,2015-02-17 10:51:50,500,500,500,500,500,86,500,88,100,500,100,100,80198
24,1_entrance,2015-02-17 10:51:51,500,500,500,500,500,100,500,100,100,500,100,100,80198
25,1_entrance,2015-02-17 10:51:52,500,500,500,500,500,100,500,100,100,500,100,100,80198
26,1_entrance,2015-02-17 10:51:53,500,500,500,500,500,100,500,84,100,500,100,100,80198
27,1_entrance,2015-02-17 10:51:54,500,500,500,500,500,100,500,100,100,500,100,100,80198
28,1_entrance,2015-02-17 10:51:55,500,500,500,500,500,100,500,86,100,500,100,500,80198
29,1_entrance,2015-02-17 10:51:56,500,500,500,500,500,100,500,86,100,500,100,500,80198
30,1_entrance,2015-02-17 10:51:57,500,500,500,500,500,100,500,100,500,500,100,500,80198
31,1_entrance,2015-02-17 10:51:58,500,500,500,500,500,100,500,100,500,500,500,500,80198
32,1_entrance,2015-02-17 10:51:59,500,500,500,500,500,500,500,100,500,500,500,500,80198
33,1_entrance,2015-02-17 10:52:00,500,500,500,500,500,500,500,100,500,500,500,500,80198
34,1_entrance,2015-02-17 10:52:01,500,500,500,500,500,500,500,100,500,500,500,500,80198
35,1_entrance,2015-02-17 10:52:02,500,500,500,500,500,500,500,100,500,500,500,500,80198
36,1_entrance,2015-02-17 10:52:03,500,500,500,500,500,500,500,100,500,500,500,500,80198
37,1_entrance,2015-02-17 10:52:04,500,500,500,500,500,500,500,100,500,500,500,500,80198
38,1_entrance,2015-02-17 10:52:05,500,500,500,500,500,500,500,500,500,500,500,500,80198
39,1_entrance,2015-02-17 10:52:06,500,500,500,500,500,500,500,500,500,500,500,500,80198
40,1_entrance,2015-02-17 10:52:07,500,500,500,500,500,500,500,500,500,500,500,500,80198
41,1_entrance,2015-02-17 10:52:08,500,500,500,500,500,500,500,500,500,500,500,500,80198
42,1_entrance,2015-02-17 10:52:09,500,500,500,500,500,500,500,500,500,500,500,500,80198
43,1_entrance,2015-02-17 10:52:10,500,500,500,500,500,500,500,500,500,500,500,500,80198
44,1_entrance,2015-02-17 10:52:11,500,500,500,500,500,500,500,500,500,500,500,500,80198
45,1_entrance,2015-02-17 10:52:12,500,500,500,500,500,500,500,500,500,500,500,500,80198
46,1_entrance,2015-02-17 10:52:14,500,500,500,500,500,500,500,500,500,500,500,500,80198
47,1_entrance,2015-02-17 10:52:14,500,500,500,500,500,500,500,500,500,500,500,500,80198
48,1_entrance,2015-02-17 10:52:15,500,500,500,500,500,500,500,500,500,500,500,500,80198
49,1_entrance,2015-02-17 10:52:17,500,500,500,500,500,500,500,500,500,500,500,500,80198
50,1_entrance,2015-02-17 10:52:18,500,500,500,500,500,500,500,500,500,500,500,500,80198
51,1_entrance,2015-02-17 10:52:18,500,500,500,500,500,500,500,500,500,500,500,500,80198
52,1_entrance,2015-02-17 10:52:19,500,500,500,500,500,500,500,500,500,500,500,500,80198
53,1_entrance,2015-02-17 10:52:21,500,500,500,500,500,500,500,500,500,500,500,500,80198
54,1_entrance,2015-02-17 10:52:21,500,500,500,500,500,500,500,500,500,500,500,500,80198
55,1_entrance,2015-02-17 10:52:23,500,500,500,500,500,500,500,500,88,500,500,500,80198
56,1_entrance,2015-02-17 10:52:23,500,500,500,500,500,500,500,500,88,500,500,500,80198
57,1_entrance,2015-02-17 10:52:25,500,500,500,500,500,500,500,500,100,500,500,500,80198
58,1_entrance,2015-02-17 10:52:26,500,500,500,500,500,500,500,500,88,500,88,500,80198
59,1_entrance,2015-02-17 10:52:27,500,500,500,500,500,500,500,500,88,500,88,500,80198
60,1_entrance,2015-02-17 10:52:28,500,500,500,500,500,500,500,500,100,500,100,500,80198
61,1_entrance,2015-02-17 10:52:28,500,500,500,500,500,500,500,500,100,500,100,500,80198
62,1_entrance,2015-02-17 10:52:30,500,500,500,500,500,500,500,500,89,500,100,500,80198
63,1_entrance,2015-02-17 10:52:31,500,500,500,500,500,500,500,500,89,500,100,500,80198
64,1_entrance,2015-02-17 10:52:32,500,500,500,500,500,500,500,500,87,500,89,500,80198
