,location,timestamp,11057,12647,12724,13846,19896,28873,31853,34946,38215,40399,47682,visitor_history_id,38591
40,1_entrance,2015-02-17 10:18:21,88,500,500,100,500,82,500,76,83,81,81,42211,500
41,1_entrance,2015-02-17 10:18:22,86,500,500,100,500,84,500,83,84,76,81,42211,500
42,1_entrance,2015-02-17 10:18:23,85,500,500,88,500,84,500,87,84,78,77,42211,500
43,1_entrance,2015-02-17 10:18:24,87,500,500,88,500,86,500,100,81,77,79,42211,500
44,1_entrance,2015-02-17 10:18:25,88,500,500,89,500,83,500,100,83,76,83,42211,500
45,1_entrance,2015-02-17 10:18:26,88,500,500,100,500,84,500,100,78,80,82,42211,500
46,1_entrance,2015-02-17 10:18:27,100,500,89,86,500,84,500,82,83,78,84,42211,500
47,1_entrance,2015-02-17 10:18:28,100,500,100,86,500,100,500,83,84,75,100,42211,500
48,1_entrance,2015-02-17 10:18:29,84,500,100,100,500,100,500,89,84,75,100,42211,500
49,1_entrance,2015-02-17 10:18:30,84,500,100,100,500,100,500,100,74,81,100,42211,500
50,1_entrance,2015-02-17 10:18:31,100,500,100,100,500,100,500,100,72,81,100,42211,500
51,1_entrance,2015-02-17 10:18:32,100,500,100,100,500,100,500,79,74,77,100,42211,500
52,1_entrance,2015-02-17 10:18:33,100,500,100,89,500,100,500,79,79,77,100,42211,500
53,1_entrance,2015-02-17 10:18:34,100,500,100,89,500,84,500,87,78,79,100,42211,500
54,1_entrance,2015-02-17 10:18:35,100,500,100,100,500,86,500,87,75,82,100,42211,500
55,1_entrance,2015-02-17 10:18:36,100,500,100,100,500,88,500,100,73,81,500,42211,500
56,1_entrance,2015-02-17 10:18:37,100,500,500,100,500,100,500,84,81,79,500,42211,500
57,1_entrance,2015-02-17 10:18:38,100,500,500,100,500,100,500,84,85,81,87,42211,500
58,1_entrance,2015-02-17 10:18:39,85,500,500,100,500,100,500,85,80,79,100,42211,500
59,1_entrance,2015-02-17 10:18:40,85,500,500,100,500,100,500,85,79,84,100,42211,500
60,1_entrance,2015-02-17 10:18:41,89,500,500,100,500,89,500,77,84,79,88,42211,500
61,none,2015-02-17 10:18:42,89,500,500,100,500,78,500,75,86,79,86,42211,500
62,none,2015-02-17 10:18:43,89,500,500,500,500,100,500,67,85,82,87,42211,500
63,none,2015-02-17 10:18:44,87,500,500,500,500,100,89,85,84,85,88,42211,500
64,none,2015-02-17 10:18:45,83,500,500,500,500,82,89,100,88,84,89,42211,500
65,none,2015-02-17 10:18:46,82,500,500,500,500,100,100,76,89,80,89,42211,500
66,none,2015-02-17 10:18:47,87,500,500,500,500,100,100,81,86,82,100,42211,500
67,none,2015-02-17 10:18:48,89,500,500,500,500,100,100,74,86,85,100,42211,500
68,none,2015-02-17 10:18:49,86,500,500,500,500,85,100,77,85,85,100,42211,500
69,none,2015-02-17 10:18:50,86,500,500,500,500,85,86,74,85,81,86,42211,500
70,1_lobby_aud,2015-02-17 10:18:51,86,500,500,500,500,88,83,78,85,80,85,42211,500
71,1_lobby_aud,2015-02-17 10:18:52,85,500,500,500,500,88,84,82,84,77,84,42211,500
72,1_lobby_aud,2015-02-17 10:18:53,86,500,500,500,500,81,87,84,86,78,86,42211,500
73,1_lobby_aud,2015-02-17 10:18:54,100,500,500,500,500,81,87,85,86,82,88,42211,500
74,1_lobby_aud,2015-02-17 10:18:55,100,500,500,500,500,83,89,82,81,81,85,42211,500
75,1_lobby_aud,2015-02-17 10:18:56,100,500,500,500,500,80,89,79,80,74,85,42211,500
76,1_lobby_aud,2015-02-17 10:18:57,86,500,500,500,500,83,88,79,84,80,86,42211,500
77,1_lobby_aud,2015-02-17 10:18:58,100,500,500,500,500,83,89,81,83,82,100,42211,500
78,1_lobby_aud,2015-02-17 10:18:59,84,500,500,500,500,77,100,84,82,83,88,42211,500
79,1_lobby_aud,2015-02-17 10:19:00,100,500,500,500,500,87,100,66,83,81,86,42211,500
80,1_lobby_aud,2015-02-17 10:19:01,84,500,500,500,500,100,100,67,82,82,86,42211,500
81,1_lobby_aud,2015-02-17 10:19:02,84,500,500,500,500,100,88,67,86,84,100,42211,500
82,1_lobby_aud,2015-02-17 10:19:03,100,500,500,500,500,100,87,84,86,84,100,42211,500
83,1_lobby_aud,2015-02-17 10:19:04,83,500,500,500,500,100,100,72,87,85,100,42211,500
84,1_lobby_aud,2015-02-17 10:19:05,83,500,500,500,500,100,100,73,85,82,100,42211,500
85,1_lobby_aud,2015-02-17 10:19:06,100,500,500,500,500,100,100,66,85,81,100,42211,500
86,1_lobby_aud,2015-02-17 10:19:07,100,500,500,500,500,100,100,71,86,81,100,42211,500
87,1_lobby_aud,2015-02-17 10:19:08,100,500,500,500,500,100,100,100,87,80,100,42211,500
88,1_lobby_aud,2015-02-17 10:19:09,87,500,500,500,500,100,100,74,86,82,100,42211,500
89,1_lobby_aud,2015-02-17 10:19:10,87,500,500,500,500,500,100,70,83,81,500,42211,500
90,1_lobby_aud,2015-02-17 10:19:11,100,500,500,500,500,500,100,71,85,81,500,42211,500
91,1_lobby_aud,2015-02-17 10:19:12,86,500,500,500,500,89,500,70,85,82,500,42211,500
92,1_lobby_aud,2015-02-17 10:19:13,86,500,500,500,500,89,500,66,86,84,500,42211,500
93,1_lobby_aud,2015-02-17 10:19:14,100,500,500,500,500,100,500,72,85,82,500,42211,500
94,1_lobby_aud,2015-02-17 10:19:15,100,500,500,500,500,100,500,74,84,85,500,42211,500
95,1_lobby_aud,2015-02-17 10:19:16,100,500,500,500,500,100,500,66,85,85,500,42211,500
96,1_lobby_aud,2015-02-17 10:19:17,100,500,500,500,500,100,500,66,85,87,500,42211,500
97,1_lobby_aud,2015-02-17 10:19:18,100,500,500,500,500,100,500,68,86,85,500,42211,500
98,1_lobby_aud,2015-02-17 10:19:19,86,500,500,500,500,100,500,67,83,82,500,42211,500
99,1_lobby_aud,2015-02-17 10:19:20,87,500,500,500,500,100,500,69,83,79,500,42211,500
100,1_lobby_aud,2015-02-17 10:19:21,100,500,500,500,500,85,500,71,84,78,89,42211,500
101,1_lobby_aud,2015-02-17 10:19:22,81,500,500,500,500,100,500,77,82,78,100,42211,500
102,1_lobby_aud,2015-02-17 10:19:23,100,500,500,500,500,100,500,74,83,79,100,42211,500
103,1_lobby_aud,2015-02-17 10:19:24,82,500,500,500,500,100,500,70,85,82,100,42211,500
104,1_lobby_aud,2015-02-17 10:19:25,82,500,500,500,500,83,500,74,84,80,100,42211,500
105,1_lobby_aud,2015-02-17 10:19:26,100,500,500,500,500,100,500,76,84,80,100,42211,500
106,1_lobby_aud,2015-02-17 10:19:27,100,500,500,500,500,100,85,68,86,86,100,42211,500
107,1_lobby_aud,2015-02-17 10:19:28,100,500,500,500,500,100,85,73,84,84,100,42211,500
108,1_lobby_aud,2015-02-17 10:19:29,88,500,500,500,500,86,100,100,83,100,100,42211,500
109,1_lobby_aud,2015-02-17 10:19:30,88,500,500,500,500,85,89,80,83,83,88,42211,500
110,1_lobby_aud,2015-02-17 10:19:31,76,500,500,500,500,82,100,83,83,84,88,42211,500
111,1_lobby_aud,2015-02-17 10:19:32,76,500,500,500,500,81,86,83,86,81,88,42211,500
112,1_lobby_aud,2015-02-17 10:19:33,100,500,500,500,500,100,100,79,78,80,87,42211,500
113,1_lobby_aud,2015-02-17 10:19:34,89,500,500,500,500,84,100,100,80,80,88,42211,500
114,1_lobby_aud,2015-02-17 10:19:35,89,500,500,500,500,84,100,85,79,83,100,42211,500
115,1_lobby_aud,2015-02-17 10:19:36,80,500,500,500,500,100,100,83,79,82,89,42211,500
116,1_lobby_aud,2015-02-17 10:19:37,80,500,500,500,500,100,100,78,80,81,100,42211,500
117,1_lobby_aud,2015-02-17 10:19:38,100,500,500,500,500,88,89,78,81,86,100,42211,500
118,1_lobby_aud,2015-02-17 10:19:39,78,500,500,500,500,88,88,83,82,83,100,42211,500
119,1_lobby_aud,2015-02-17 10:19:40,100,500,500,500,500,84,89,84,82,83,89,42211,500
120,1_lobby_aud,2015-02-17 10:19:41,100,500,500,500,500,85,100,74,85,88,89,42211,500
121,1_lobby_aud,2015-02-17 10:19:42,86,500,500,500,500,100,100,72,85,84,89,42211,500
122,1_lobby_aud,2015-02-17 10:19:43,89,500,500,500,500,100,100,69,85,85,100,42211,500
123,1_lobby_aud,2015-02-17 10:19:44,89,500,500,500,500,100,100,68,88,87,100,42211,500
124,1_lobby_aud,2015-02-17 10:19:45,100,500,500,500,500,86,100,79,89,86,100,42211,500
125,1_lobby_aud,2015-02-17 10:19:46,100,500,500,500,500,88,100,100,84,83,100,42211,500
126,1_lobby_aud,2015-02-17 10:19:47,75,500,500,500,500,85,100,71,86,84,100,42211,500
127,1_lobby_aud,2015-02-17 10:19:48,81,500,500,500,500,100,100,100,88,86,100,42211,500
128,none,2015-02-17 10:19:49,82,500,500,500,500,100,100,74,89,86,100,42211,500
129,none,2015-02-17 10:19:50,76,500,500,500,500,100,500,100,100,88,100,42211,500
130,none,2015-02-17 10:19:51,88,500,500,500,500,100,500,100,100,100,500,42211,500
131,none,2015-02-17 10:19:52,85,500,500,500,500,100,500,77,100,100,500,42211,500
132,none,2015-02-17 10:19:53,85,500,500,500,500,100,500,77,100,100,500,42211,500
133,none,2015-02-17 10:19:54,86,500,500,500,500,100,500,78,100,89,500,42211,500
134,none,2015-02-17 10:19:55,86,500,500,500,500,100,500,79,100,87,500,42211,500
135,none,2015-02-17 10:19:56,85,500,500,500,500,100,500,80,100,87,500,42211,500
136,none,2015-02-17 10:19:57,86,500,500,500,500,500,500,79,100,100,500,42211,500
137,none,2015-02-17 10:19:58,83,500,500,500,500,500,500,81,500,87,500,42211,500
138,1_class_lezin,2015-02-17 10:19:59,100,500,500,500,500,500,500,84,500,88,500,42211,500
139,1_class_lezin,2015-02-17 10:20:00,80,500,500,500,500,500,500,81,500,100,500,42211,500
140,1_class_lezin,2015-02-17 10:20:01,87,500,500,500,500,500,500,81,500,100,500,42211,500
141,1_class_lezin,2015-02-17 10:20:02,86,500,500,500,500,500,500,82,500,100,500,42211,500
142,1_class_lezin,2015-02-17 10:20:03,85,500,500,500,500,500,500,78,500,88,500,42211,500
143,1_class_lezin,2015-02-17 10:20:04,82,500,500,500,500,500,500,77,87,84,500,42211,500
144,1_class_lezin,2015-02-17 10:20:05,83,500,500,500,500,500,500,72,88,86,500,42211,500
145,1_class_lezin,2015-02-17 10:20:06,83,500,500,500,500,500,500,100,88,85,500,42211,500
146,1_class_lezin,2015-02-17 10:20:07,83,500,500,500,500,500,500,74,100,86,500,42211,500
147,1_class_lezin,2015-02-17 10:20:08,82,500,500,500,500,500,500,84,100,87,500,42211,500
148,1_class_lezin,2015-02-17 10:20:09,83,500,500,500,500,500,500,84,86,86,500,42211,500
149,1_class_lezin,2015-02-17 10:20:10,77,500,500,500,500,500,500,79,86,87,500,42211,500
150,1_class_lezin,2015-02-17 10:20:11,73,500,500,500,500,500,500,76,100,88,500,42211,500
151,1_class_lezin,2015-02-17 10:20:12,81,500,500,500,500,500,87,81,87,88,500,42211,500
152,1_class_lezin,2015-02-17 10:20:13,88,500,500,500,500,500,87,78,87,85,500,42211,500
153,1_class_lezin,2015-02-17 10:20:14,85,500,500,500,500,500,100,77,100,85,500,42211,500
154,1_class_lezin,2015-02-17 10:20:15,82,500,500,500,500,500,100,82,88,86,500,42211,500
155,1_class_lezin,2015-02-17 10:20:16,80,500,500,500,500,500,100,85,88,86,500,42211,500
156,1_class_lezin,2015-02-17 10:20:17,80,500,500,500,500,500,100,89,100,88,500,42211,500
157,1_class_lezin,2015-02-17 10:20:18,81,500,500,500,500,500,100,100,100,88,500,42211,500
158,1_class_lezin,2015-02-17 10:20:19,72,500,500,500,500,500,100,82,89,85,500,42211,500
159,1_class_lezin,2015-02-17 10:20:20,75,500,500,500,500,500,100,79,89,86,500,42211,500
160,1_class_lezin,2015-02-17 10:20:21,85,500,500,500,500,500,100,79,100,89,500,42211,500
161,1_class_lezin,2015-02-17 10:20:22,74,500,500,500,500,500,500,80,100,86,500,42211,500
162,1_class_lezin,2015-02-17 10:20:23,100,500,500,500,500,500,500,77,100,87,500,42211,500
163,1_class_lezin,2015-02-17 10:20:24,79,500,500,500,500,500,500,78,100,86,500,42211,500
164,1_class_lezin,2015-02-17 10:20:25,83,500,500,500,500,500,500,78,89,84,500,42211,500
165,1_class_lezin,2015-02-17 10:20:26,78,500,500,500,500,500,500,75,100,84,500,42211,500
166,1_class_lezin,2015-02-17 10:20:27,74,500,500,500,500,500,500,75,100,100,500,42211,500
167,1_class_lezin,2015-02-17 10:20:28,100,500,500,500,500,500,500,74,100,84,500,42211,500
168,1_class_lezin,2015-02-17 10:20:29,100,500,500,500,500,500,500,88,100,87,500,42211,500
169,1_class_lezin,2015-02-17 10:20:30,86,500,500,500,500,500,500,72,100,88,500,42211,500
170,1_class_lezin,2015-02-17 10:20:31,86,500,500,500,500,500,500,77,100,100,500,42211,500
171,1_class_lezin,2015-02-17 10:20:32,86,500,500,500,500,500,500,82,100,89,500,42211,500
172,1_class_lezin,2015-02-17 10:20:33,86,500,500,500,500,500,500,74,100,89,500,42211,500
173,1_class_lezin,2015-02-17 10:20:34,79,500,500,500,500,500,500,76,100,88,500,42211,500
174,1_class_lezin,2015-02-17 10:20:35,80,500,500,500,500,500,500,82,89,88,500,42211,500
175,1_class_lezin,2015-02-17 10:20:36,78,500,500,500,500,500,500,83,100,88,500,42211,500
176,1_class_lezin,2015-02-17 10:20:37,80,500,500,500,500,500,500,78,100,86,500,42211,500
177,1_class_lezin,2015-02-17 10:20:38,82,500,500,500,500,500,500,81,100,86,500,42211,500
178,1_class_lezin,2015-02-17 10:20:39,79,500,500,500,500,500,500,82,100,86,500,42211,500
179,1_class_lezin,2015-02-17 10:20:40,71,500,500,500,500,500,500,84,89,87,500,42211,500
180,1_class_lezin,2015-02-17 10:20:41,81,500,500,500,500,500,500,81,89,89,500,42211,500
181,1_class_lezin,2015-02-17 10:20:42,100,500,500,500,500,500,500,79,89,86,500,42211,500
182,1_class_lezin,2015-02-17 10:20:43,74,500,500,500,500,88,500,80,89,88,500,42211,500
183,1_class_lezin,2015-02-17 10:20:44,77,500,500,500,500,100,500,78,100,84,500,42211,500
184,1_class_lezin,2015-02-17 10:20:45,78,500,500,500,500,100,500,79,100,84,500,42211,500
185,1_class_lezin,2015-02-17 10:20:46,79,500,500,500,500,100,500,82,88,84,500,42211,500
186,1_class_lezin,2015-02-17 10:20:47,87,500,500,500,500,100,500,81,85,100,500,42211,500
187,1_class_lezin,2015-02-17 10:20:48,85,500,500,500,500,100,87,66,85,86,500,42211,500
188,1_class_lezin,2015-02-17 10:20:49,84,500,500,500,500,100,85,78,86,84,500,42211,500
189,none,2015-02-17 10:20:50,83,500,500,500,500,100,100,100,86,86,500,42211,500
190,none,2015-02-17 10:20:51,82,500,500,500,500,100,84,100,88,89,500,42211,500
191,none,2015-02-17 10:20:52,82,500,500,89,500,85,89,80,84,85,500,42211,500
192,none,2015-02-17 10:20:53,82,500,500,100,500,85,86,74,100,81,500,42211,500
193,none,2015-02-17 10:20:54,87,500,500,100,500,100,86,78,89,79,88,42211,500
194,none,2015-02-17 10:20:55,87,500,500,100,500,88,100,80,80,78,88,42211,500
195,none,2015-02-17 10:20:56,84,500,500,100,500,88,89,100,80,82,87,42211,500
196,none,2015-02-17 10:20:57,84,500,500,100,500,86,89,100,78,81,87,42211,500
