,location,timestamp,11057,12647,12724,13846,19896,28873,31853,34946,38215,38591,40399,47682,visitor_history_id
0,none,2015-02-17 11:36:06,500,500,84,500,85,100,500,500,500,500,500,69,42497
1,none,2015-02-17 11:36:07,500,500,83,500,88,100,500,500,500,500,500,68,42497
2,none,2015-02-17 11:36:07,500,500,83,500,88,100,500,500,500,500,500,68,42497
3,none,2015-02-17 11:36:08,500,500,86,500,72,100,500,500,500,500,500,71,42497
4,none,2015-02-17 11:36:09,500,500,80,500,72,100,500,500,500,500,500,75,42497
5,3_gal,2015-02-17 11:36:11,500,500,77,500,77,100,500,500,500,500,500,74,42497
6,3_gal,2015-02-17 11:36:12,500,500,78,500,79,500,500,500,500,500,500,73,42497
7,3_gal,2015-02-17 11:36:12,500,500,78,500,79,500,500,500,500,500,500,73,42497
8,3_gal,2015-02-17 11:36:14,500,500,88,500,73,88,500,500,500,500,500,71,42497
9,3_gal,2015-02-17 11:36:15,500,500,87,500,100,100,500,500,500,500,500,75,42497
10,3_gal,2015-02-17 11:36:16,500,500,84,500,100,100,500,500,500,500,500,73,42497
11,3_gal,2015-02-17 11:36:17,500,500,82,500,72,100,500,500,500,500,500,75,42497
12,3_gal,2015-02-17 11:36:17,500,500,82,500,72,100,500,500,500,500,500,75,42497
13,3_gal,2015-02-17 11:36:19,500,500,87,500,72,88,500,500,500,500,500,73,42497
14,3_gal,2015-02-17 11:36:19,500,500,87,500,72,88,500,500,500,500,500,73,42497
15,3_gal,2015-02-17 11:36:20,500,500,86,500,73,88,500,500,500,500,500,76,42497
16,3_gal,2015-02-17 11:36:22,500,500,86,500,76,100,500,500,500,500,500,80,42497
17,3_gal,2015-02-17 11:36:22,500,500,86,500,76,100,500,500,500,500,500,80,42497
18,3_gal,2015-02-17 11:36:24,500,500,83,500,67,100,500,500,500,500,500,78,42497
19,3_gal,2015-02-17 11:36:24,500,500,83,500,67,100,500,500,500,500,500,78,42497
20,3_gal,2015-02-17 11:36:26,500,500,100,500,68,100,500,500,500,500,500,77,42497
21,3_gal,2015-02-17 11:36:26,500,500,100,500,68,100,500,500,500,500,500,77,42497
22,3_gal,2015-02-17 11:36:28,500,500,84,500,72,100,500,500,500,500,500,76,42497
23,3_gal,2015-02-17 11:36:28,500,500,84,500,72,100,500,500,500,500,500,76,42497
