,location,timestamp,11057,12647,12724,13846,19896,28873,31853,34946,38215,40399,47682,visitor_history_id,38591
0,none,2015-02-17 10:21:11,100,500,500,91,500,83,92,81,81,73,89,77701,500
1,none,2015-02-17 10:21:12,92,500,500,100,500,86,93,90,81,78,87,77701,500
2,none,2015-02-17 10:21:13,94,500,500,100,500,85,93,100,77,78,87,77701,500
3,none,2015-02-17 10:21:14,100,500,500,100,500,85,92,90,77,79,88,77701,500
4,none,2015-02-17 10:21:15,100,500,500,100,500,89,92,92,79,78,92,77701,500
5,none,2015-02-17 10:21:16,100,500,500,95,500,100,95,94,79,79,95,77701,500
6,none,2015-02-17 10:21:17,100,500,500,95,500,85,100,86,79,81,89,77701,500
7,none,2015-02-17 10:21:18,100,500,500,96,500,85,90,82,75,82,87,77701,500
8,none,2015-02-17 10:21:19,100,500,500,96,500,85,94,77,71,79,90,77701,500
9,none,2015-02-17 10:21:20,100,500,500,100,500,86,100,88,69,80,87,77701,500
10,none,2015-02-17 10:21:21,100,500,500,100,500,88,100,83,77,81,87,77701,500
11,none,2015-02-17 10:21:22,100,500,500,100,500,100,100,81,74,78,88,77701,500
12,none,2015-02-17 10:21:23,500,500,500,100,500,100,100,82,75,76,87,77701,500
13,none,2015-02-17 10:21:24,500,500,500,100,500,100,100,82,78,82,100,77701,500
14,none,2015-02-17 10:21:25,500,500,500,100,500,100,100,77,79,81,100,77701,500
15,none,2015-02-17 10:21:26,500,500,500,100,500,100,100,80,82,82,88,77701,500
16,none,2015-02-17 10:21:27,500,500,500,100,500,89,100,83,78,84,88,77701,500
17,none,2015-02-17 10:21:28,500,500,500,500,500,100,500,100,78,81,100,77701,500
18,none,2015-02-17 10:21:29,500,500,500,500,500,100,500,85,80,78,100,77701,500
19,none,2015-02-17 10:21:30,500,500,500,500,500,79,87,84,81,77,100,77701,500
20,none,2015-02-17 10:21:31,500,500,500,500,500,78,100,100,81,78,100,77701,500
21,none,2015-02-17 10:21:32,500,500,500,500,500,85,100,85,83,77,100,77701,500
22,none,2015-02-17 10:21:33,500,500,500,500,500,82,89,100,85,75,87,77701,500
23,none,2015-02-17 10:21:34,500,500,500,500,500,86,88,86,82,75,100,77701,500
24,none,2015-02-17 10:21:35,500,500,500,500,500,82,88,100,77,77,100,77701,500
25,none,2015-02-17 10:21:36,500,500,500,87,500,82,100,87,77,77,87,77701,500
26,none,2015-02-17 10:21:37,500,500,500,87,500,85,100,85,80,80,100,77701,500
27,none,2015-02-17 10:21:38,500,500,500,100,500,87,100,85,80,80,87,77701,500
28,none,2015-02-17 10:21:39,500,500,500,100,500,87,100,86,82,79,87,77701,500
29,none,2015-02-17 10:21:40,500,500,500,88,500,86,100,100,78,79,100,77701,500
30,none,2015-02-17 10:21:41,87,500,500,100,500,86,100,100,75,81,89,77701,500
31,none,2015-02-17 10:21:42,87,500,500,100,500,87,88,86,73,79,86,77701,500
