,location,timestamp,11057,13846,28873,31853,34946,38215,40399,47682,visitor_history_id,12647,12724,19896,38591
0,none,2015-02-17 10:21:55,100,91,92,95,87,76,77,91,10212,500,500,500,500
1,none,2015-02-17 10:21:56,95,91,88,96,94,79,83,91,10212,500,500,500,500
2,none,2015-02-17 10:21:57,95,100,88,95,94,85,81,95,10212,500,500,500,500
3,none,2015-02-17 10:21:58,100,100,88,93,94,91,81,93,10212,500,500,500,500
4,none,2015-02-17 10:21:59,95,100,100,93,100,88,80,92,10212,500,500,500,500
5,none,2015-02-17 10:22:00,97,95,89,94,100,84,81,93,10212,500,500,500,500
6,none,2015-02-17 10:22:01,96,94,89,96,92,82,82,94,10212,500,500,500,500
7,none,2015-02-17 10:22:02,94,94,93,93,86,80,81,91,10212,500,500,500,500
8,none,2015-02-17 10:22:03,93,94,88,96,84,80,85,87,10212,500,500,500,500
9,none,2015-02-17 10:22:04,92,94,87,100,85,83,87,86,10212,500,500,500,500
10,none,2015-02-17 10:22:06,100,100,100,95,86,82,83,83,10212,500,500,500,500
11,none,2015-02-17 10:22:06,93,94,93,95,86,76,84,85,10212,500,500,500,500
12,none,2015-02-17 10:22:07,100,100,100,100,100,84,86,100,10212,500,500,500,500
13,none,2015-02-17 10:22:08,100,100,100,100,100,82,87,100,10212,500,500,500,500
14,none,2015-02-17 10:22:09,100,100,100,100,100,86,100,100,10212,500,500,500,500
15,none,2015-02-17 10:22:10,100,100,100,100,100,89,84,100,10212,500,500,500,500
16,none,2015-02-17 10:22:11,100,100,100,100,100,100,85,100,10212,500,500,500,500
17,none,2015-02-17 10:22:12,100,100,100,100,100,100,86,100,10212,500,500,500,500
18,none,2015-02-17 10:22:13,100,100,100,100,100,87,88,100,10212,500,500,500,500
19,none,2015-02-17 10:22:14,100,500,100,100,100,100,100,100,10212,500,500,500,500
20,none,2015-02-17 10:22:15,500,500,500,500,500,100,100,500,10212,500,500,500,500
21,none,2015-02-17 10:22:16,500,500,500,500,500,100,100,500,10212,500,500,500,500
22,none,2015-02-17 10:22:17,500,500,500,500,500,100,100,500,10212,500,500,500,500
23,none,2015-02-17 10:22:18,500,500,500,500,500,100,100,500,10212,500,500,500,500
24,none,2015-02-17 10:22:19,500,500,500,500,500,100,100,500,10212,500,500,500,500
25,none,2015-02-17 10:22:20,500,500,500,500,500,100,100,500,10212,500,500,500,500
26,none,2015-02-17 10:22:21,500,500,500,500,500,100,100,500,10212,500,500,500,500
27,none,2015-02-17 10:22:22,500,500,500,500,500,100,500,500,10212,500,500,500,500
28,none,2015-02-17 10:22:23,500,500,500,500,500,500,500,500,10212,500,500,500,500
29,none,2015-02-17 10:22:24,500,500,500,500,500,500,500,500,10212,500,500,500,500
30,none,2015-02-17 10:22:25,500,500,500,500,500,500,500,500,10212,500,500,500,500
31,none,2015-02-17 10:22:26,500,500,500,500,500,500,86,500,10212,500,500,500,500
32,none,2015-02-17 10:22:27,500,500,500,500,500,500,85,500,10212,500,500,500,500
33,none,2015-02-17 10:22:28,500,500,500,500,500,500,87,500,10212,500,500,500,500
34,none,2015-02-17 10:22:29,500,500,500,500,500,87,100,500,10212,500,500,500,500
35,none,2015-02-17 10:22:30,500,500,500,500,500,87,88,500,10212,500,500,500,500
36,none,2015-02-17 10:22:31,500,500,500,500,500,88,87,500,10212,500,500,500,500
37,none,2015-02-17 10:22:32,500,500,500,500,500,100,87,500,10212,500,500,500,500
38,none,2015-02-17 10:22:33,500,500,500,500,500,89,100,500,10212,500,500,500,500
39,none,2015-02-17 10:22:34,500,500,500,500,500,100,87,500,10212,500,500,500,500
40,none,2015-02-17 10:22:35,500,500,500,500,500,100,86,500,10212,500,500,500,500
41,none,2015-02-17 10:22:36,500,500,500,500,500,87,100,500,10212,500,500,500,500
42,none,2015-02-17 10:22:37,500,500,500,500,500,86,100,500,10212,500,500,500,500
43,none,2015-02-17 10:22:38,500,500,500,500,500,88,100,500,10212,500,500,500,500
44,none,2015-02-17 10:22:39,500,500,500,500,500,100,100,500,10212,500,500,500,500
45,none,2015-02-17 10:22:40,500,500,500,500,500,100,89,500,10212,500,500,500,500
46,none,2015-02-17 10:22:41,500,500,500,500,500,100,100,500,10212,500,500,500,500
47,none,2015-02-17 10:22:42,500,500,500,500,500,89,100,500,10212,500,500,500,500
48,none,2015-02-17 10:22:43,500,500,500,500,500,88,100,500,10212,500,500,500,500
49,none,2015-02-17 10:22:44,500,500,500,500,500,100,100,500,10212,500,500,500,500
50,none,2015-02-17 10:22:45,500,500,500,500,500,100,88,500,10212,500,500,500,500
51,none,2015-02-17 10:22:46,500,500,500,500,500,100,87,500,10212,500,500,500,500
52,none,2015-02-17 10:22:47,500,500,500,500,500,100,88,500,10212,500,500,500,500
53,none,2015-02-17 10:22:48,500,500,500,500,500,100,100,500,10212,500,500,500,500
54,none,2015-02-17 10:22:49,500,500,500,500,500,100,89,500,10212,500,500,500,500
55,none,2015-02-17 10:22:50,500,500,500,500,500,100,87,500,10212,500,500,500,500
56,none,2015-02-17 10:22:51,500,500,500,500,500,100,88,500,10212,500,500,500,500
57,none,2015-02-17 10:22:52,500,500,500,500,500,89,100,500,10212,500,500,500,500
58,none,2015-02-17 10:22:53,500,500,500,500,500,100,88,500,10212,500,500,500,500
59,none,2015-02-17 10:22:54,500,500,500,500,500,100,87,500,10212,500,500,500,500
60,none,2015-02-17 10:22:55,500,500,500,500,500,100,88,500,10212,500,500,500,500
61,none,2015-02-17 10:22:56,500,500,500,500,500,100,100,500,10212,500,500,500,500
62,none,2015-02-17 10:22:57,500,500,500,500,500,100,89,500,10212,500,500,500,500
63,none,2015-02-17 10:22:58,500,500,500,500,500,88,86,500,10212,500,500,500,500
64,none,2015-02-17 10:22:59,500,500,500,500,500,100,87,500,10212,500,500,500,500
