,location,timestamp,11057,12647,12724,13846,19896,28873,31853,34946,38215,38591,40399,47682,visitor_history_id
0,location not selected,2015-02-17 10:51:27,500,500,500,500,500,100,500,100,81,500,85,500,42497
1,location not selected,2015-02-17 10:51:29,500,500,500,500,500,88,500,86,86,500,80,500,42497
2,location not selected,2015-02-17 10:51:30,500,500,500,500,500,100,500,84,83,500,79,500,42497
3,1_entrance,2015-02-17 10:51:31,500,500,500,500,500,100,500,83,82,500,79,84,42497
4,1_entrance,2015-02-17 10:51:32,500,500,500,500,500,100,500,100,81,500,82,89,42497
5,1_entrance,2015-02-17 10:51:32,500,500,500,500,500,100,500,100,81,500,82,89,42497
6,1_entrance,2015-02-17 10:51:34,500,500,500,500,500,100,500,100,78,500,79,87,42497
7,1_entrance,2015-02-17 10:51:35,500,500,500,500,500,89,500,80,80,500,81,87,42497
8,1_entrance,2015-02-17 10:51:35,500,500,500,500,500,89,500,80,80,500,81,87,42497
9,1_entrance,2015-02-17 10:51:36,500,500,500,500,500,100,500,84,80,500,89,89,42497
10,1_entrance,2015-02-17 10:51:38,100,500,500,500,500,88,500,100,78,500,81,89,42497
11,1_entrance,2015-02-17 10:51:39,100,500,500,500,500,100,500,100,80,500,81,89,42497
12,1_entrance,2015-02-17 10:51:40,100,500,500,500,500,100,500,100,80,500,78,100,42497
13,1_entrance,2015-02-17 10:51:40,100,500,500,500,500,100,500,100,80,500,78,100,42497
14,1_entrance,2015-02-17 10:51:42,100,500,500,500,500,100,500,100,84,500,82,100,42497
15,1_entrance,2015-02-17 10:51:42,100,500,500,500,500,100,500,100,84,500,82,100,42497
16,1_entrance,2015-02-17 10:51:44,100,500,500,500,500,100,500,100,100,500,89,100,42497
17,1_entrance,2015-02-17 10:51:45,100,500,500,500,500,100,500,100,89,500,89,100,42497
18,1_entrance,2015-02-17 10:51:46,100,500,500,500,500,100,500,500,100,500,100,100,42497
19,1_entrance,2015-02-17 10:51:47,500,500,500,500,500,100,500,500,100,500,100,100,42497
20,1_entrance,2015-02-17 10:51:47,500,500,500,500,500,100,500,500,100,500,100,100,42497
21,1_entrance,2015-02-17 10:51:49,500,500,500,500,500,500,500,500,100,500,100,500,42497
22,1_entrance,2015-02-17 10:51:49,500,500,500,500,500,500,500,500,100,500,100,500,42497
23,1_entrance,2015-02-17 10:51:50,500,500,500,500,500,500,500,500,100,500,100,500,42497
24,1_entrance,2015-02-17 10:51:51,500,500,500,500,500,500,500,500,100,500,100,500,42497
25,1_entrance,2015-02-17 10:51:52,500,500,500,500,500,500,500,500,100,500,100,500,42497
26,1_entrance,2015-02-17 10:51:53,500,500,500,500,500,500,500,500,100,500,100,500,42497
27,1_entrance,2015-02-17 10:51:54,500,500,500,500,500,500,500,500,100,500,100,500,42497
28,1_entrance,2015-02-17 10:51:55,500,500,500,500,500,500,500,500,500,500,500,500,42497
29,1_entrance,2015-02-17 10:51:56,500,500,500,500,500,500,500,500,500,500,500,500,42497
30,1_entrance,2015-02-17 10:51:57,500,500,500,500,500,500,500,500,500,500,500,500,42497
31,1_entrance,2015-02-17 10:51:58,500,500,500,500,500,500,500,500,500,500,500,500,42497
32,1_entrance,2015-02-17 10:51:59,500,500,500,500,500,500,500,500,500,500,500,500,42497
33,1_entrance,2015-02-17 10:52:00,500,500,500,500,500,89,500,500,500,500,500,500,42497
34,1_entrance,2015-02-17 10:52:01,500,500,500,500,500,87,500,83,500,500,500,500,42497
35,1_entrance,2015-02-17 10:52:02,500,500,500,500,500,89,500,100,500,500,500,500,42497
36,1_entrance,2015-02-17 10:52:03,500,500,500,500,500,100,500,100,500,500,500,500,42497
37,1_entrance,2015-02-17 10:52:04,500,500,500,500,500,100,500,100,500,500,500,500,42497
38,1_entrance,2015-02-17 10:52:05,500,500,500,500,500,100,500,100,500,500,500,500,42497
39,1_entrance,2015-02-17 10:52:06,500,500,500,500,500,100,500,86,500,500,500,500,42497
40,1_entrance,2015-02-17 10:52:07,500,500,500,500,500,100,500,100,500,500,500,500,42497
41,1_entrance,2015-02-17 10:52:08,500,500,500,500,500,100,500,86,500,500,500,500,42497
