,location,timestamp,11057,12724,13846,19896,28873,31853,34946,38215,40399,47682,visitor_history_id,12647,38591
0,none,2015-02-17 10:27:09,100,100,100,500,93,100,100,81,81,100,38003,500,500
1,none,2015-02-17 10:27:10,98,100,100,500,92,100,89,90,93,91,38003,500,500
2,none,2015-02-17 10:27:11,96,100,95,500,95,100,89,90,84,100,38003,500,500
3,none,2015-02-17 10:27:12,100,100,95,500,96,100,90,83,81,100,38003,500,500
4,none,2015-02-17 10:27:13,100,100,100,500,100,100,90,83,79,100,38003,500,500
5,none,2015-02-17 10:27:14,100,100,100,500,95,100,91,83,90,96,38003,500,500
6,none,2015-02-17 10:27:15,100,100,100,500,95,100,91,83,87,100,38003,500,500
7,none,2015-02-17 10:27:16,100,100,100,500,97,100,89,81,86,100,38003,500,500
8,none,2015-02-17 10:27:17,100,500,100,500,100,100,88,81,83,100,38003,500,500
9,none,2015-02-17 10:27:18,100,100,100,500,96,100,90,88,82,100,38003,500,500
10,none,2015-02-17 10:27:19,93,100,96,500,87,100,90,88,80,90,38003,500,500
11,none,2015-02-17 10:27:20,100,100,96,500,92,100,89,100,81,92,38003,500,500
12,none,2015-02-17 10:27:21,100,100,100,500,100,100,100,100,85,88,38003,500,500
13,none,2015-02-17 10:27:22,100,100,100,500,100,100,100,83,78,86,38003,500,500
14,none,2015-02-17 10:27:23,100,100,100,500,100,100,100,83,81,86,38003,500,500
15,none,2015-02-17 10:27:24,100,100,100,500,89,100,88,73,78,83,38003,500,500
16,none,2015-02-17 10:27:25,100,100,100,500,100,100,85,73,74,100,38003,500,500
17,none,2015-02-17 10:27:26,100,100,100,500,100,100,84,79,78,100,38003,500,500
18,none,2015-02-17 10:27:27,100,100,100,500,100,100,86,79,82,88,38003,500,500
19,none,2015-02-17 10:27:28,100,500,100,500,100,100,84,79,100,86,38003,500,500
20,none,2015-02-17 10:27:29,500,500,500,500,100,500,84,79,77,83,38003,500,500
21,none,2015-02-17 10:27:30,500,500,500,500,100,500,83,76,77,84,38003,500,500
22,none,2015-02-17 10:27:31,500,500,500,500,89,500,85,76,82,84,38003,500,500
23,none,2015-02-17 10:27:32,500,500,500,500,89,500,86,77,82,86,38003,500,500
24,none,2015-02-17 10:27:33,500,500,500,500,100,500,86,78,82,86,38003,500,500
25,none,2015-02-17 10:27:34,500,500,500,500,100,500,85,78,74,100,38003,500,500
26,none,2015-02-17 10:27:35,88,500,500,500,100,500,85,78,74,86,38003,500,500
27,none,2015-02-17 10:27:36,88,500,500,500,89,500,88,79,74,82,38003,500,500
28,none,2015-02-17 10:27:37,100,500,500,500,88,500,89,79,88,81,38003,500,500
29,none,2015-02-17 10:27:38,100,500,500,500,87,500,83,81,84,80,38003,500,500
30,none,2015-02-17 10:27:39,100,500,500,500,100,500,83,80,80,85,38003,500,500
31,none,2015-02-17 10:27:40,100,500,500,500,100,500,83,83,77,85,38003,500,500
32,none,2015-02-17 10:27:41,100,500,500,500,100,500,89,82,78,77,38003,500,500
33,none,2015-02-17 10:27:42,100,500,500,500,82,500,87,85,81,77,38003,500,500
34,none,2015-02-17 10:27:43,86,500,500,500,100,500,85,85,85,77,38003,500,500
35,none,2015-02-17 10:27:44,100,500,500,500,100,500,87,84,85,78,38003,500,500
36,none,2015-02-17 10:27:45,100,500,500,500,100,500,81,80,79,86,38003,500,500
37,none,2015-02-17 10:27:46,100,500,500,500,86,500,100,83,79,89,38003,500,500
38,none,2015-02-17 10:27:47,100,500,500,500,100,500,100,87,79,80,38003,500,500
39,none,2015-02-17 10:27:49,100,500,500,500,86,500,100,78,84,82,38003,500,500
40,none,2015-02-17 10:27:49,100,500,500,500,86,500,100,78,84,82,38003,500,500
41,none,2015-02-17 10:27:50,100,500,500,500,85,500,83,79,79,83,38003,500,500
42,none,2015-02-17 10:27:51,100,500,500,500,88,500,100,78,76,84,38003,500,500
43,none,2015-02-17 10:27:52,100,500,500,500,88,500,87,77,79,84,38003,500,500
44,none,2015-02-17 10:27:53,500,500,500,500,100,500,87,77,81,82,38003,500,500
45,none,2015-02-17 10:27:54,500,500,500,500,85,500,100,81,82,83,38003,500,500
46,none,2015-02-17 10:27:55,500,500,500,500,85,500,83,81,82,81,38003,500,500
47,1_entrance,2015-02-17 10:27:56,500,500,500,500,88,500,85,83,79,85,38003,500,500
48,1_entrance,2015-02-17 10:27:57,500,500,500,500,88,500,87,84,78,89,38003,500,500
49,1_entrance,2015-02-17 10:27:58,500,500,500,500,100,500,100,85,79,89,38003,500,500
50,1_entrance,2015-02-17 10:27:59,500,500,500,500,100,500,86,85,82,100,38003,500,500
51,1_entrance,2015-02-17 10:28:00,500,500,500,500,100,500,86,87,82,100,38003,500,500
52,1_entrance,2015-02-17 10:28:01,500,500,500,500,100,500,88,82,81,88,38003,500,500
53,1_entrance,2015-02-17 10:28:02,500,500,500,500,85,500,88,82,77,88,38003,500,500
54,1_entrance,2015-02-17 10:28:03,500,500,500,500,100,500,86,82,81,89,38003,500,500
55,1_entrance,2015-02-17 10:28:04,500,500,500,500,100,500,86,79,85,100,38003,500,500
56,1_entrance,2015-02-17 10:28:05,500,500,500,500,100,500,88,79,82,100,38003,500,500
57,1_entrance,2015-02-17 10:28:06,500,500,500,500,100,500,88,79,81,100,38003,500,500
58,1_entrance,2015-02-17 10:28:07,500,500,500,500,100,500,100,74,81,100,38003,500,500
59,1_entrance,2015-02-17 10:28:08,500,500,500,500,89,500,100,72,81,100,38003,500,500
60,1_entrance,2015-02-17 10:28:09,500,500,500,500,100,500,100,70,82,100,38003,500,500
61,1_entrance,2015-02-17 10:28:10,500,500,500,500,100,500,100,70,80,100,38003,500,500
62,1_entrance,2015-02-17 10:28:11,500,500,500,500,100,500,100,75,79,88,38003,500,500
63,1_entrance,2015-02-17 10:28:12,500,500,500,500,100,500,100,75,80,100,38003,500,500
64,1_entrance,2015-02-17 10:28:13,500,500,500,500,100,500,88,78,80,89,38003,500,500
65,1_entrance,2015-02-17 10:28:14,87,500,500,500,100,500,87,75,80,89,38003,500,500
66,1_entrance,2015-02-17 10:28:15,87,500,500,500,100,500,86,77,79,89,38003,500,500
67,1_entrance,2015-02-17 10:28:16,87,500,500,500,100,500,84,83,82,84,38003,500,500
68,1_entrance,2015-02-17 10:28:17,100,500,500,500,100,500,85,83,82,83,38003,500,500
69,1_entrance,2015-02-17 10:28:18,100,500,85,500,500,500,82,83,75,80,38003,500,500
70,1_entrance,2015-02-17 10:28:19,100,500,85,500,500,500,80,82,77,81,38003,500,500
71,1_entrance,2015-02-17 10:28:20,88,500,100,500,500,500,85,81,80,82,38003,500,500
72,1_entrance,2015-02-17 10:28:21,100,500,100,500,84,500,88,79,81,83,38003,500,500
73,1_entrance,2015-02-17 10:28:22,100,500,100,500,84,500,83,80,80,85,38003,500,500
74,1_entrance,2015-02-17 10:28:23,100,500,100,500,81,89,84,82,79,83,38003,500,500
75,1_entrance,2015-02-17 10:28:24,100,500,100,500,84,100,85,82,79,100,38003,500,500
76,1_entrance,2015-02-17 10:28:25,100,500,100,500,100,100,100,82,85,86,38003,500,500
77,1_entrance,2015-02-17 10:28:26,100,500,100,500,100,100,100,81,85,88,38003,500,500
78,1_entrance,2015-02-17 10:28:27,100,500,100,500,88,100,100,83,84,100,38003,500,500
79,1_entrance,2015-02-17 10:28:28,100,500,500,500,100,100,100,88,84,100,38003,500,500
80,1_entrance,2015-02-17 10:28:29,100,500,500,500,100,100,100,79,85,100,38003,500,500
81,1_entrance,2015-02-17 10:28:30,500,500,500,500,100,100,87,80,82,100,38003,500,500
82,1_entrance,2015-02-17 10:28:31,500,500,500,500,100,100,88,86,86,89,38003,500,500
83,1_entrance,2015-02-17 10:28:32,500,500,500,500,89,100,100,81,81,100,38003,500,500
84,1_entrance,2015-02-17 10:28:33,500,500,500,500,89,500,100,80,80,89,38003,500,500
85,1_entrance,2015-02-17 10:28:34,500,500,500,500,88,500,80,81,79,87,38003,500,500
86,1_entrance,2015-02-17 10:28:35,500,500,500,500,88,500,84,81,76,86,38003,500,500
87,1_entrance,2015-02-17 10:28:36,500,500,500,500,89,500,88,84,77,100,38003,500,500
88,1_entrance,2015-02-17 10:28:37,500,500,500,500,100,500,88,77,80,100,38003,500,500
89,1_entrance,2015-02-17 10:28:38,500,500,500,500,100,500,88,72,79,100,38003,500,500
90,1_entrance,2015-02-17 10:28:39,500,500,500,500,87,500,88,77,80,89,38003,500,500
91,1_entrance,2015-02-17 10:28:40,500,500,500,500,87,500,100,78,83,89,38003,500,500
92,1_entrance,2015-02-17 10:28:41,500,500,500,500,100,500,100,77,79,100,38003,500,500
93,1_entrance,2015-02-17 10:28:42,500,500,500,500,100,500,100,78,75,100,38003,500,500
94,1_entrance,2015-02-17 10:28:43,500,500,500,500,87,500,82,82,80,100,38003,500,500
95,1_entrance,2015-02-17 10:28:44,500,500,500,500,100,500,82,79,77,89,38003,500,500
96,1_entrance,2015-02-17 10:28:45,500,500,500,500,88,89,84,76,76,87,38003,500,500
97,none,2015-02-17 10:28:46,89,500,500,500,100,88,84,77,76,88,38003,500,500
98,none,2015-02-17 10:28:47,87,500,500,500,100,88,86,78,76,86,38003,500,500
99,none,2015-02-17 10:28:48,87,500,500,500,86,100,83,80,78,88,38003,500,500
100,none,2015-02-17 10:28:49,87,500,500,500,100,100,79,82,78,86,38003,500,500
101,none,2015-02-17 10:28:50,87,500,500,500,89,100,82,80,82,86,38003,500,500
102,none,2015-02-17 10:28:51,88,500,500,500,85,87,85,79,81,87,38003,500,500
103,none,2015-02-17 10:28:52,89,500,500,500,83,86,73,80,83,100,38003,500,500
104,none,2015-02-17 10:28:53,100,500,500,500,82,88,81,82,84,87,38003,500,500
105,none,2015-02-17 10:28:54,79,500,500,500,82,88,84,81,78,88,38003,500,500
106,none,2015-02-17 10:28:55,83,500,500,500,100,88,75,81,77,88,38003,500,500
107,1_lobby_aud,2015-02-17 10:28:56,88,500,500,500,100,85,76,82,75,100,38003,500,500
108,1_lobby_aud,2015-02-17 10:28:57,100,500,500,500,100,88,74,86,74,88,38003,500,500
109,1_lobby_aud,2015-02-17 10:28:58,100,500,500,500,100,100,73,85,75,100,38003,500,500
110,1_lobby_aud,2015-02-17 10:28:59,100,500,500,500,100,87,70,82,76,100,38003,500,500
111,1_lobby_aud,2015-02-17 10:29:00,100,500,500,500,100,86,75,82,81,100,38003,500,500
112,1_lobby_aud,2015-02-17 10:29:01,100,500,500,500,100,100,75,84,84,100,38003,500,500
113,1_lobby_aud,2015-02-17 10:29:02,85,500,500,500,100,100,75,84,82,100,38003,500,500
114,1_lobby_aud,2015-02-17 10:29:03,100,500,500,500,500,100,73,84,83,100,38003,500,500
115,1_lobby_aud,2015-02-17 10:29:04,100,500,500,500,500,100,74,85,86,100,38003,500,500
116,1_lobby_aud,2015-02-17 10:29:05,85,500,500,500,500,100,75,84,86,100,38003,500,500
117,1_lobby_aud,2015-02-17 10:29:06,100,500,500,500,500,100,75,85,88,100,38003,500,500
118,1_lobby_aud,2015-02-17 10:29:07,100,500,500,500,89,100,73,87,88,500,38003,500,500
119,1_lobby_aud,2015-02-17 10:29:08,85,500,500,500,100,100,74,85,87,500,38003,500,500
120,1_lobby_aud,2015-02-17 10:29:09,100,500,500,500,100,500,74,87,85,500,38003,500,500
121,1_lobby_aud,2015-02-17 10:29:10,100,500,500,500,100,500,58,86,86,500,38003,500,500
122,1_lobby_aud,2015-02-17 10:29:11,100,500,500,500,100,500,61,86,86,500,38003,500,500
123,1_lobby_aud,2015-02-17 10:29:12,100,500,500,500,100,500,68,100,86,500,38003,500,500
124,1_lobby_aud,2015-02-17 10:29:13,100,500,500,500,89,500,85,86,86,500,38003,500,500
125,1_lobby_aud,2015-02-17 10:29:14,88,500,500,500,89,500,63,85,86,500,38003,500,500
126,1_lobby_aud,2015-02-17 10:29:15,83,500,500,500,100,500,71,86,85,500,38003,500,500
127,1_lobby_aud,2015-02-17 10:29:16,79,500,500,500,86,500,77,88,82,500,38003,500,500
128,1_lobby_aud,2015-02-17 10:29:17,83,500,500,500,87,88,78,87,83,89,38003,500,500
129,1_lobby_aud,2015-02-17 10:29:18,81,500,500,500,84,88,77,82,85,88,38003,500,500
130,1_lobby_aud,2015-02-17 10:29:19,80,500,500,500,80,89,82,87,84,87,38003,500,500
131,1_lobby_aud,2015-02-17 10:29:20,100,500,500,500,82,88,77,84,82,84,38003,500,500
132,1_lobby_aud,2015-02-17 10:29:21,89,500,500,500,82,87,79,87,78,84,38003,500,500
133,1_lobby_aud,2015-02-17 10:29:22,89,500,500,500,100,87,84,81,77,87,38003,500,500
134,1_lobby_aud,2015-02-17 10:29:23,100,500,500,500,86,88,80,78,78,88,38003,500,500
135,1_lobby_aud,2015-02-17 10:29:24,100,500,500,500,86,88,89,78,78,88,38003,500,500
136,1_lobby_aud,2015-02-17 10:29:25,87,500,500,500,89,86,85,86,82,88,38003,500,500
137,1_lobby_aud,2015-02-17 10:29:26,100,500,500,500,84,87,82,84,84,100,38003,500,500
138,1_lobby_aud,2015-02-17 10:29:27,100,500,500,500,100,87,81,81,83,88,38003,500,500
139,1_lobby_aud,2015-02-17 10:29:28,87,500,500,500,80,100,82,82,83,88,38003,500,500
140,1_lobby_aud,2015-02-17 10:29:29,100,500,500,500,89,100,85,85,79,87,38003,500,500
141,1_lobby_aud,2015-02-17 10:29:30,79,500,500,500,100,88,77,83,77,87,38003,500,500
142,1_lobby_aud,2015-02-17 10:29:31,88,500,500,500,84,89,100,80,77,87,38003,500,500
143,1_lobby_aud,2015-02-17 10:29:32,86,500,500,500,84,100,77,83,79,87,38003,500,500
144,1_lobby_aud,2015-02-17 10:29:33,86,500,500,500,82,86,73,80,81,88,38003,500,500
145,1_lobby_aud,2015-02-17 10:29:34,89,500,500,500,100,100,70,82,81,88,38003,500,500
146,1_lobby_aud,2015-02-17 10:29:35,100,500,500,500,100,100,64,83,84,100,38003,500,500
147,1_lobby_aud,2015-02-17 10:29:36,100,500,500,500,100,100,67,88,85,100,38003,500,500
148,1_lobby_aud,2015-02-17 10:29:37,100,500,500,500,100,100,71,85,87,100,38003,500,500
149,1_lobby_aud,2015-02-17 10:29:38,100,500,500,500,100,100,68,86,87,100,38003,500,500
150,1_lobby_aud,2015-02-17 10:29:39,100,500,500,500,100,100,73,86,83,100,38003,500,500
151,1_lobby_aud,2015-02-17 10:29:40,89,500,500,500,100,100,70,100,84,100,38003,500,500
152,1_lobby_aud,2015-02-17 10:29:41,89,500,500,500,100,100,72,86,84,100,38003,500,500
153,1_lobby_aud,2015-02-17 10:29:42,88,500,500,500,100,86,76,87,82,100,38003,500,500
154,1_lobby_aud,2015-02-17 10:29:43,86,500,500,500,500,84,100,87,82,500,38003,500,500
155,1_lobby_aud,2015-02-17 10:29:44,85,500,500,500,500,85,88,86,82,500,38003,500,500
156,1_lobby_aud,2015-02-17 10:29:45,100,500,500,500,500,88,88,88,82,500,38003,500,500
157,none,2015-02-17 10:29:46,83,500,500,500,500,88,71,100,83,500,38003,500,500
158,none,2015-02-17 10:29:47,100,500,500,500,500,100,75,100,84,500,38003,500,500
159,none,2015-02-17 10:29:48,100,500,500,500,500,100,79,100,87,500,38003,500,500
160,none,2015-02-17 10:29:49,100,500,500,500,500,100,78,100,86,500,38003,500,500
