,location,timestamp,11057,13846,28873,31853,34946,38215,40399,47682,visitor_history_id,12647,12724,19896,38591
0,none,2015-02-17 10:26:45,95,100,100,95,100,77,85,94,48431,500,500,500,500
1,none,2015-02-17 10:26:46,95,100,100,100,100,78,83,89,48431,500,500,500,500
2,none,2015-02-17 10:26:47,100,100,100,100,100,80,82,90,48431,500,500,500,500
3,none,2015-02-17 10:26:48,100,100,88,100,95,77,84,93,48431,500,500,500,500
4,none,2015-02-17 10:26:49,100,100,88,100,96,77,86,96,48431,500,500,500,500
5,none,2015-02-17 10:26:50,100,100,91,100,91,97,86,96,48431,500,500,500,500
6,none,2015-02-17 10:26:51,100,100,100,94,91,82,81,93,48431,500,500,500,500
7,none,2015-02-17 10:26:53,100,100,88,94,88,80,82,89,48431,500,500,500,500
8,none,2015-02-17 10:26:53,100,100,88,100,88,80,82,84,48431,500,500,500,500
9,none,2015-02-17 10:26:54,100,100,89,100,100,85,84,83,48431,500,500,500,500
10,none,2015-02-17 10:26:55,100,100,100,100,100,87,86,88,48431,500,500,500,500
11,none,2015-02-17 10:26:56,100,100,100,100,100,100,88,88,48431,500,500,500,500
12,none,2015-02-17 10:26:57,100,100,100,100,100,100,86,100,48431,500,500,500,500
13,none,2015-02-17 10:26:58,100,100,100,100,100,100,100,100,48431,500,500,500,500
14,none,2015-02-17 10:26:59,100,100,100,100,100,100,100,100,48431,500,500,500,500
15,none,2015-02-17 10:27:00,500,100,100,100,100,100,100,100,48431,500,500,500,500
16,none,2015-02-17 10:27:01,500,500,100,100,100,100,100,100,48431,500,500,500,500
17,none,2015-02-17 10:27:02,500,500,100,500,500,100,100,100,48431,500,500,500,500
18,none,2015-02-17 10:27:03,500,500,500,500,500,100,100,100,48431,500,500,500,500
19,none,2015-02-17 10:27:04,500,500,500,500,500,100,100,100,48431,500,500,500,500
20,none,2015-02-17 10:27:05,500,500,500,500,500,500,100,500,48431,500,500,500,500
21,none,2015-02-17 10:27:06,500,500,500,500,500,500,100,500,48431,500,500,500,500
22,none,2015-02-17 10:27:07,500,500,500,500,500,500,89,500,48431,500,500,500,500
23,none,2015-02-17 10:27:08,500,500,500,500,500,500,88,500,48431,500,500,500,500
24,none,2015-02-17 10:27:09,500,500,500,500,500,500,100,500,48431,500,500,500,500
25,none,2015-02-17 10:27:10,500,500,500,500,500,500,100,500,48431,500,500,500,500
26,none,2015-02-17 10:27:11,500,500,500,500,500,500,100,500,48431,500,500,500,500
27,none,2015-02-17 10:27:12,500,500,500,500,500,500,100,500,48431,500,500,500,500
28,none,2015-02-17 10:27:13,500,500,500,500,500,500,88,500,48431,500,500,500,500
29,none,2015-02-17 10:27:14,500,500,500,500,500,500,89,500,48431,500,500,500,500
30,none,2015-02-17 10:27:15,500,500,500,500,500,500,100,500,48431,500,500,500,500
31,none,2015-02-17 10:27:16,500,500,500,500,500,500,100,500,48431,500,500,500,500
32,none,2015-02-17 10:27:17,500,500,500,500,500,500,100,500,48431,500,500,500,500
33,none,2015-02-17 10:27:18,500,500,500,500,500,500,100,500,48431,500,500,500,500
34,none,2015-02-17 10:27:19,500,500,500,500,500,500,100,500,48431,500,500,500,500
35,none,2015-02-17 10:27:20,500,500,500,500,500,500,100,500,48431,500,500,500,500
36,none,2015-02-17 10:27:21,500,500,500,500,500,500,100,500,48431,500,500,500,500
37,none,2015-02-17 10:27:22,500,500,500,500,500,500,100,500,48431,500,500,500,500
