p,timestamp,y,yhat,yhat_smooth,yhat_threshold,p_threshold,hmm_pred
0.6,2015-02-28 11:12:03,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,1_entrance
0.6,2015-02-28 11:12:04,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,1_entrance
0.5,2015-02-28 11:12:05,None,2_1_stairs,1_class_lezin,3_2_stairs,0.2,1_entrance
0.6,2015-02-28 11:12:06,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,1_entrance
0.6,2015-02-28 11:12:07,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,1_entrance
0.6,2015-02-28 11:12:08,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,1_entrance
0.8,2015-02-28 11:12:09,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:10,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:11,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:12,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:13,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:14,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:15,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:16,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:17,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:18,None,3_2_stairs,1_class_lezin,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 11:12:19,None,2_gal_south,1_class_lezin,2_gal_south,0.8,1_entrance
0.9,2015-02-28 11:12:20,None,2_gal_south,1_class_lezin,2_gal_south,0.9,1_entrance
0.9,2015-02-28 11:12:21,None,2_gal_south,1_class_lezin,2_gal_south,0.9,1_entrance
