p,timestamp,y,yhat,yhat_smooth,yhat_threshold,p_threshold,hmm_pred
0.9,2015-03-03 14:44:56,None,1_class_lezin,1_class_lezin,1_class_lezin,0.9,1_entrance
1.0,2015-03-03 14:44:57,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_lobby_aud
1.0,2015-03-03 14:44:58,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:44:59,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
0.5,2015-03-03 14:45:00,None,2_1_stairs,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.5,2015-03-03 14:45:01,None,2_1_stairs,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.5,2015-03-03 14:45:02,None,2_1_stairs,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.5,2015-03-03 14:45:04,None,2_1_stairs,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.5,2015-03-03 14:45:04,None,2_1_stairs,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.5,2015-03-03 14:45:05,None,2_1_stairs,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.5,2015-03-03 14:45:06,None,2_1_stairs,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.6,2015-03-03 14:45:07,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,1_class_lezin
0.5,2015-03-03 14:45:08,None,2_1_stairs,1_class_lezin,3_2_stairs,0.2,1_class_lezin
0.4,2015-03-03 14:45:09,None,2_gal_north,1_class_lezin,3_2_stairs,0.2,1_class_lezin
1.0,2015-03-03 14:45:10,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:11,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:12,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:13,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:14,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:15,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:16,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:17,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:18,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:19,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
0.9,2015-03-03 14:45:20,None,1_class_lezin,2_gal_south,1_class_lezin,0.9,1_class_lezin
0.9,2015-03-03 14:45:21,None,1_class_lezin,2_gal_south,1_class_lezin,0.9,1_class_lezin
0.8,2015-03-03 14:45:22,None,1_class_lezin,2_gal_south,1_class_lezin,0.8,1_class_lezin
0.8,2015-03-03 14:45:23,None,1_class_lezin,2_gal_south,1_class_lezin,0.8,1_class_lezin
1.0,2015-03-03 14:45:24,None,2_gal_south,1_class_lezin,2_gal_south,1.0,1_class_lezin
0.8,2015-03-03 14:45:25,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.6,2015-03-03 14:45:26,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.6,2015-03-03 14:45:27,None,1_class_lezin,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.5,2015-03-03 14:45:28,None,2_gal_south,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.6,2015-03-03 14:45:29,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.5,2015-03-03 14:45:30,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.8,2015-03-03 14:45:31,None,2_gal_south,1_class_lezin,2_gal_south,0.8,1_class_lezin
0.5,2015-03-03 14:45:32,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.6,2015-03-03 14:45:33,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.6,2015-03-03 14:45:34,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
1.0,2015-03-03 14:45:35,None,2_gal_south,1_class_lezin,2_gal_south,1.0,1_class_lezin
1.0,2015-03-03 14:45:36,None,2_gal_south,1_class_lezin,2_gal_south,1.0,1_class_lezin
0.8,2015-03-03 14:45:37,None,2_gal_south,1_class_lezin,2_gal_south,0.8,1_class_lezin
0.5,2015-03-03 14:45:38,None,2_gal_north,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.6,2015-03-03 14:45:39,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.5,2015-03-03 14:45:40,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.6,2015-03-03 14:45:41,None,1_class_lezin,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.6,2015-03-03 14:45:42,None,2_gal_north,1_class_lezin,2_gal_north,0.2,1_class_lezin
0.7,2015-03-03 14:45:43,None,1_class_lezin,1_class_lezin,1_class_lezin,0.7,1_class_lezin
0.6,2015-03-03 14:45:44,None,1_class_lezin,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.7,2015-03-03 14:45:45,None,2_gal_south,1_class_lezin,2_gal_south,0.7,1_class_lezin
1.0,2015-03-03 14:45:46,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
0.5,2015-03-03 14:45:47,None,1_class_lezin,1_class_lezin,1_class_lezin,0.2,1_class_lezin
1.0,2015-03-03 14:45:48,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
0.6,2015-03-03 14:45:49,None,1_class_lezin,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.9,2015-03-03 14:45:50,None,1_class_lezin,1_class_lezin,1_class_lezin,0.9,1_class_lezin
0.9,2015-03-03 14:45:51,None,1_class_lezin,1_class_lezin,1_class_lezin,0.9,1_class_lezin
0.9,2015-03-03 14:45:52,None,1_class_lezin,2_gal_south,1_class_lezin,0.9,1_class_lezin
0.9,2015-03-03 14:45:53,None,1_class_lezin,2_gal_south,1_class_lezin,0.9,1_class_lezin
0.9,2015-03-03 14:45:54,None,1_class_lezin,2_gal_south,1_class_lezin,0.9,1_class_lezin
1.0,2015-03-03 14:45:55,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:56,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:57,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:58,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:45:59,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:46:00,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:46:01,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:46:02,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:46:03,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-03-03 14:46:04,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
