p,timestamp,y,yhat,yhat_smooth,yhat_threshold,p_threshold,hmm_pred
0.5,2015-02-28 10:25:43,None,2_1_stairs,1_class_lezin,1_entrance,0.2,1_entrance
0.5,2015-02-28 10:25:44,None,2_1_stairs,1_class_lezin,1_entrance,0.2,1_lobby_aud
0.5,2015-02-28 10:25:45,None,2_1_stairs,1_class_lezin,1_entrance,0.2,1_lobby_aud
0.5,2015-02-28 10:25:45,None,2_1_stairs,2_gal_south,1_entrance,0.2,1_class_lezin
0.6,2015-02-28 10:25:47,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,1_class_lezin
0.5,2015-02-28 10:25:48,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,1_class_lezin
0.6,2015-02-28 10:25:49,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,1_class_lezin
0.5,2015-02-28 10:25:50,None,2_1_stairs,1_class_lezin,3_2_stairs,0.2,1_class_lezin
0.5,2015-02-28 10:25:51,None,2_1_stairs,1_class_lezin,3_2_stairs,0.2,1_class_lezin
0.6,2015-02-28 10:25:52,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,1_class_lezin
0.5,2015-02-28 10:25:52,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,1_class_lezin
0.5,2015-02-28 10:25:54,None,2_1_stairs,1_entrance,3_2_stairs,0.2,1_class_lezin
0.5,2015-02-28 10:25:55,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,1_class_lezin
0.5,2015-02-28 10:25:56,None,2_1_stairs,1_entrance,3_2_stairs,0.2,1_class_lezin
0.5,2015-02-28 10:25:57,None,2_1_stairs,1_entrance,3_2_stairs,0.2,1_class_lezin
0.5,2015-02-28 10:25:58,None,2_1_stairs,1_entrance,3_2_stairs,0.2,1_class_lezin
0.6,2015-02-28 10:25:59,None,3_2_stairs,1_entrance,3_2_stairs,0.2,1_class_lezin
0.8,2015-02-28 10:26:00,None,1_class_lezin,1_entrance,1_class_lezin,0.8,1_class_lezin
0.6,2015-02-28 10:26:00,None,2_gal_south,1_entrance,2_gal_south,0.2,1_class_lezin
0.6,2015-02-28 10:26:02,None,2_gal_south,1_entrance,2_gal_south,0.2,1_class_lezin
0.6,2015-02-28 10:26:03,None,1_class_lezin,1_entrance,1_class_lezin,0.2,1_class_lezin
0.5,2015-02-28 10:26:04,None,1_class_lezin,1_entrance,1_class_lezin,0.2,1_class_lezin
0.6,2015-02-28 10:26:05,None,2_gal_south,1_entrance,2_gal_south,0.2,1_class_lezin
0.8,2015-02-28 10:26:06,None,1_class_lezin,1_entrance,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:06,None,1_class_lezin,1_entrance,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:08,None,1_class_lezin,1_entrance,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:09,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.9,2015-02-28 10:26:09,None,1_class_lezin,1_class_lezin,1_class_lezin,0.9,1_class_lezin
0.8,2015-02-28 10:26:10,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:12,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:13,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:14,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.9,2015-02-28 10:26:15,None,1_class_lezin,1_class_lezin,1_class_lezin,0.9,1_class_lezin
0.8,2015-02-28 10:26:16,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:17,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:17,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:19,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:20,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:21,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.9,2015-02-28 10:26:22,None,2_gal_south,1_class_lezin,2_gal_south,0.9,1_class_lezin
0.5,2015-02-28 10:26:23,None,2_gal_north,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.6,2015-02-28 10:26:24,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.8,2015-02-28 10:26:25,None,2_gal_south,1_class_lezin,2_gal_south,0.8,1_class_lezin
0.7,2015-02-28 10:26:26,None,2_gal_south,1_class_lezin,2_gal_south,0.7,1_class_lezin
0.4,2015-02-28 10:26:27,None,2_gal_north,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.5,2015-02-28 10:26:27,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.6,2015-02-28 10:26:29,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.5,2015-02-28 10:26:30,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_class_lezin
0.7,2015-02-28 10:26:30,None,2_gal_south,1_class_lezin,2_gal_south,0.7,1_class_lezin
1.0,2015-02-28 10:26:32,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:26:32,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
0.8,2015-02-28 10:26:34,None,1_class_lezin,2_gal_south,1_class_lezin,0.8,1_class_lezin
0.8,2015-02-28 10:26:35,None,1_class_lezin,2_gal_south,1_class_lezin,0.8,1_class_lezin
1.0,2015-02-28 10:26:36,None,2_gal_south,2_gal_south,2_gal_south,1.0,1_class_lezin
0.9,2015-02-28 10:26:36,None,2_gal_south,2_gal_south,2_gal_south,0.9,1_class_lezin
1.0,2015-02-28 10:26:38,None,2_gal_south,2_gal_south,2_gal_south,1.0,1_class_lezin
1.0,2015-02-28 10:26:39,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:26:39,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:26:40,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
0.7,2015-02-28 10:26:41,None,2_gal_south,2_gal_south,2_gal_south,0.7,1_class_lezin
0.7,2015-02-28 10:26:42,None,2_gal_south,2_gal_south,2_gal_south,0.7,1_class_lezin
0.5,2015-02-28 10:26:43,None,1_entrance,1_entrance,2_gal_south,0.2,1_class_lezin
0.7,2015-02-28 10:26:44,None,2_gal_south,1_entrance,2_gal_south,0.7,1_class_lezin
0.6,2015-02-28 10:26:45,None,1_entrance,1_entrance,1_entrance,0.2,1_class_lezin
0.9,2015-02-28 10:26:46,None,1_entrance,1_entrance,1_entrance,0.9,1_class_lezin
1.0,2015-02-28 10:26:47,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:48,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:49,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:50,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:51,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:52,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:53,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:54,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:55,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:56,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:57,None,1_entrance,1_entrance,1_entrance,1.0,1_class_lezin
1.0,2015-02-28 10:26:58,None,1_class_lezin,1_entrance,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:26:59,None,1_class_lezin,1_entrance,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:00,None,1_class_lezin,1_entrance,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:01,None,1_class_lezin,1_entrance,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:02,None,1_class_lezin,1_entrance,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:03,None,1_class_lezin,1_entrance,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:04,None,1_class_lezin,1_entrance,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:05,None,1_class_lezin,1_entrance,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:06,None,1_class_lezin,1_entrance,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:07,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:08,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:09,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:10,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:11,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:12,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:13,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:14,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:15,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:16,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:17,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:18,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:19,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:20,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:21,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:22,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,1_class_lezin
1.0,2015-02-28 10:27:23,None,2_gal_south,2_gal_south,2_gal_south,1.0,1_class_lezin
0.9,2015-02-28 10:27:24,None,2_gal_south,2_gal_south,2_gal_south,0.9,1_class_lezin
0.9,2015-02-28 10:27:25,None,2_gal_south,1_entrance,2_gal_south,0.9,1_class_lezin
0.9,2015-02-28 10:27:26,None,2_gal_south,1_lobby_aud,2_gal_south,0.9,1_class_lezin
