p,timestamp,y,yhat,yhat_smooth,yhat_threshold,p_threshold,hmm_pred
0.6,2015-02-28 12:56:18,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,1_entrance
0.6,2015-02-28 12:56:19,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,1_lobby_aud
0.5,2015-02-28 12:56:20,None,2_1_stairs,1_class_lezin,3_2_stairs,0.2,2_1_stairs
0.6,2015-02-28 12:56:21,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:22,None,2_1_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:23,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:24,None,2_1_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:25,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:26,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:27,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:28,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:29,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:30,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:31,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:32,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:33,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:34,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:35,None,3_2_stairs,2_gal_north,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:36,None,3_2_stairs,2_gal_north,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:37,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:38,None,3_2_stairs,2_gal_north,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:39,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:40,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:41,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:42,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:43,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.8,2015-02-28 12:56:44,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,3_2_stairs
0.7,2015-02-28 12:56:45,None,1_class_lezin,1_class_lezin,1_class_lezin,0.7,3_2_stairs
0.6,2015-02-28 12:56:46,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:47,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:48,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:49,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:50,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:51,None,3_2_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:52,None,2_1_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:53,None,2_1_stairs,1_class_lezin,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:54,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:55,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:56:56,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:57,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:58,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:56:59,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.6,2015-02-28 12:57:00,None,3_2_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:57:01,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.5,2015-02-28 12:57:02,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,3_2_stairs
0.8,2015-02-28 12:57:03,None,1_class_lezin,2_gal_south,1_class_lezin,0.8,3_2_stairs
0.8,2015-02-28 12:57:04,None,1_class_lezin,2_gal_south,1_class_lezin,0.8,2_lobby
0.8,2015-02-28 12:57:05,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,2_lobby
0.8,2015-02-28 12:57:06,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,2_lobby
0.8,2015-02-28 12:57:07,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,2_lobby
1.0,2015-02-28 12:57:08,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:09,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:10,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:11,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:12,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:13,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:14,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:15,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:16,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:17,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_lobby
1.0,2015-02-28 12:57:18,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_lobby
0.9,2015-02-28 12:57:19,None,2_gal_south,2_gal_south,2_gal_south,0.9,2_gal_south
0.9,2015-02-28 12:57:20,None,2_gal_south,2_gal_south,2_gal_south,0.9,2_gal_south
1.0,2015-02-28 12:57:21,None,2_gal_south,2_gal_south,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:57:22,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
0.9,2015-02-28 12:57:23,None,2_gal_south,2_gal_south,2_gal_south,0.9,2_gal_south
0.6,2015-02-28 12:57:24,None,2_gal_south,1_class_lezin,2_gal_south,0.2,2_gal_south
0.4,2015-02-28 12:57:25,None,2_gal_north,2_gal_south,2_gal_south,0.2,2_gal_south
0.5,2015-02-28 12:57:26,None,2_gal_north,1_class_lezin,2_gal_south,0.2,2_gal_south
0.9,2015-02-28 12:57:27,None,2_gal_south,2_gal_south,2_gal_south,0.9,2_gal_south
0.5,2015-02-28 12:57:28,None,2_gal_north,2_gal_south,2_gal_south,0.2,2_gal_south
0.6,2015-02-28 12:57:29,None,2_gal_south,2_gal_south,2_gal_south,0.2,2_gal_south
0.8,2015-02-28 12:57:30,None,2_gal_south,1_class_lezin,2_gal_south,0.8,2_gal_south
0.8,2015-02-28 12:57:31,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,2_gal_south
1.0,2015-02-28 12:57:32,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_gal_south
1.0,2015-02-28 12:57:33,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_gal_south
0.8,2015-02-28 12:57:34,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,2_gal_south
0.9,2015-02-28 12:57:35,None,1_class_lezin,1_class_lezin,1_class_lezin,0.9,2_gal_south
0.9,2015-02-28 12:57:36,None,1_class_lezin,1_class_lezin,1_class_lezin,0.9,2_gal_south
1.0,2015-02-28 12:57:37,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_gal_south
0.8,2015-02-28 12:57:38,None,1_class_lezin,2_gal_south,1_class_lezin,0.8,2_gal_south
0.8,2015-02-28 12:57:39,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,2_gal_south
0.8,2015-02-28 12:57:40,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,2_gal_south
1.0,2015-02-28 12:57:41,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_gal_south
1.0,2015-02-28 12:57:42,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_gal_south
0.7,2015-02-28 12:57:43,None,1_class_lezin,1_class_lezin,1_class_lezin,0.7,2_gal_south
0.6,2015-02-28 12:57:44,None,2_gal_south,1_class_lezin,2_gal_south,0.2,2_gal_south
0.9,2015-02-28 12:57:45,None,2_gal_south,1_class_lezin,2_gal_south,0.9,2_gal_south
0.7,2015-02-28 12:57:46,None,2_gal_south,1_class_lezin,2_gal_south,0.7,2_gal_south
1.0,2015-02-28 12:57:47,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
0.9,2015-02-28 12:57:48,None,2_gal_south,1_class_lezin,2_gal_south,0.9,2_gal_south
0.8,2015-02-28 12:57:49,None,2_gal_south,2_gal_south,2_gal_south,0.8,2_gal_south
0.6,2015-02-28 12:57:50,None,2_gal_south,1_class_lezin,2_gal_south,0.2,2_gal_south
1.0,2015-02-28 12:57:51,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
0.6,2015-02-28 12:57:52,None,2_gal_south,1_class_lezin,2_gal_south,0.2,2_gal_south
1.0,2015-02-28 12:57:53,None,2_gal_south,2_gal_south,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:57:54,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:57:55,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_gal_south
1.0,2015-02-28 12:57:56,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_gal_south
1.0,2015-02-28 12:57:57,None,1_class_lezin,2_gal_south,1_class_lezin,1.0,2_gal_south
1.0,2015-02-28 12:57:58,None,1_class_lezin,1_class_lezin,1_class_lezin,1.0,2_gal_south
0.9,2015-02-28 12:57:59,None,1_class_lezin,1_class_lezin,1_class_lezin,0.9,2_gal_south
1.0,2015-02-28 12:58:00,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:58:01,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:58:02,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:58:03,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:58:04,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:58:05,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:58:06,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:58:07,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
1.0,2015-02-28 12:58:08,None,2_gal_south,1_class_lezin,2_gal_south,1.0,2_gal_south
