p,timestamp,y,yhat,yhat_smooth,yhat_threshold,p_threshold,hmm_pred
0.8,2015-02-28 15:35:58,None,2_gal_south,2_1_stairs,2_gal_south,0.8,1_entrance
0.8,2015-02-28 15:35:59,None,2_gal_south,2_1_stairs,2_gal_south,0.8,1_entrance
0.5,2015-02-28 15:36:00,None,2_gal_south,2_1_stairs,2_gal_south,0.2,1_entrance
0.7,2015-02-28 15:36:01,None,2_gal_south,3_2_stairs,2_gal_south,0.7,1_entrance
0.5,2015-02-28 15:36:02,None,3_2_stairs,3_2_stairs,2_gal_south,0.2,1_entrance
0.6,2015-02-28 15:36:03,None,3_2_stairs,2_1_stairs,3_2_stairs,0.2,1_entrance
0.6,2015-02-28 15:36:04,None,3_2_stairs,2_1_stairs,3_2_stairs,0.2,1_entrance
0.8,2015-02-28 15:36:05,None,3_2_stairs,2_1_stairs,3_2_stairs,0.8,1_entrance
0.8,2015-02-28 15:36:06,None,3_2_stairs,3_2_stairs,3_2_stairs,0.8,1_entrance
0.6,2015-02-28 15:36:07,None,3_2_stairs,2_gal_north,3_2_stairs,0.2,1_entrance
0.6,2015-02-28 15:36:08,None,3_2_stairs,2_gal_north,3_2_stairs,0.2,1_entrance
0.5,2015-02-28 15:36:09,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,1_entrance
0.5,2015-02-28 15:36:10,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,1_entrance
0.5,2015-02-28 15:36:11,None,2_1_stairs,2_gal_south,3_2_stairs,0.2,1_entrance
0.6,2015-02-28 15:36:12,None,2_gal_south,2_gal_north,2_gal_south,0.2,1_entrance
0.8,2015-02-28 15:36:13,None,2_gal_south,2_gal_north,2_gal_south,0.8,1_entrance
0.6,2015-02-28 15:36:14,None,2_gal_south,2_gal_south,2_gal_south,0.2,1_entrance
0.5,2015-02-28 15:36:15,None,2_gal_south,2_gal_south,2_gal_south,0.2,1_entrance
0.5,2015-02-28 15:36:16,None,2_gal_south,2_gal_north,2_gal_south,0.2,1_entrance
0.7,2015-02-28 15:36:17,None,2_gal_south,2_gal_north,2_gal_south,0.7,1_entrance
1.0,2015-02-28 15:36:18,None,2_gal_south,2_gal_south,2_gal_south,1.0,1_entrance
0.6,2015-02-28 15:36:19,None,2_gal_south,2_gal_south,2_gal_south,0.2,1_entrance
0.6,2015-02-28 15:36:20,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_entrance
0.5,2015-02-28 15:36:21,None,2_gal_south,1_class_lezin,2_gal_south,0.2,1_lobby_aud
0.7,2015-02-28 15:36:22,None,1_class_lezin,1_class_lezin,1_class_lezin,0.7,1_class_lezin
0.8,2015-02-28 15:36:23,None,1_class_lezin,1_class_lezin,1_class_lezin,0.8,1_class_lezin
0.4,2015-02-28 15:36:24,None,1_class_lezin,1_class_lezin,1_class_lezin,0.2,1_class_lezin
0.4,2015-02-28 15:36:25,None,2_gal_south,1_class_lezin,1_class_lezin,0.2,1_class_lezin
