11057,12647,12724,13846,28873,31853,34946,38215,38591,40399,47682,location,timestamp,visitor_history_id,19896
96,500,500,95,80,93,81,87,500,81,90,None,2015-02-28 12:23:05, 79256,500
91,500,500,100,84,93,82,87,500,80,90,None,2015-02-28 12:23:06, 79256,500
90,500,500,100,84,94,85,88,500,80,91,None,2015-02-28 12:23:07, 79256,500
90,500,500,100,88,94,84,88,500,80,91,None,2015-02-28 12:23:08, 79256,500
100,500,500,100,86,100,84,78,500,81,90,None,2015-02-28 12:23:09, 79256,500
100,500,500,94,86,94,85,78,500,90,89,None,2015-02-28 12:23:10, 79256,500
100,500,500,94,100,94,85,75,500,87,89,None,2015-02-28 12:23:11, 79256,500
100,500,500,100,100,93,85,75,500,83,92,None,2015-02-28 12:23:12, 79256,500
91,500,500,100,81,93,81,100,500,78,91,None,2015-02-28 12:23:13, 79256,500
100,500,500,100,82,94,81,100,500,81,91,None,2015-02-28 12:23:14, 79256,500
100,500,500,90,84,94,83,81,500,89,91,None,2015-02-28 12:23:15, 79256,500
93,500,500,93,91,91,86,81,500,84,95,None,2015-02-28 12:23:16, 79256,500
88,500,500,100,86,94,89,93,500,84,95,None,2015-02-28 12:23:17, 79256,500
88,500,100,100,86,96,88,93,500,81,94,None,2015-02-28 12:23:18, 79256,500
90,500,100,100,84,95,79,86,500,80,90,None,2015-02-28 12:23:19, 79256,500
88,500,100,100,83,93,82,87,500,76,90,None,2015-02-28 12:23:20, 79256,500
88,500,100,100,88,93,100,82,500,78,91,None,2015-02-28 12:23:21, 79256,500
88,500,100,100,88,93,80,81,500,82,87,None,2015-02-28 12:23:22, 79256,500
84,500,100,100,84,100,80,78,500,84,88,None,2015-02-28 12:23:23, 79256,500
85,500,100,100,80,100,79,78,500,84,88,None,2015-02-28 12:23:24, 79256,500
87,500,100,89,100,100,74,81,500,79,100,None,2015-02-28 12:23:25, 79256,500
87,500,100,100,100,100,81,85,500,83,100,None,2015-02-28 12:23:26, 79256,500
83,500,100,100,87,100,82,100,500,86,100,None,2015-02-28 12:23:27, 79256,500
83,500,500,100,87,100,79,82,500,86,100,None,2015-02-28 12:23:28, 79256,500
100,500,500,100,100,100,84,82,500,81,100,None,2015-02-28 12:23:29, 79256,500
80,500,500,100,87,100,85,85,500,81,100,None,2015-02-28 12:23:30, 79256,500
82,500,500,100,100,500,85,86,500,85,84,None,2015-02-28 12:23:31, 79256,500
85,500,500,100,82,500,82,100,500,88,100,None,2015-02-28 12:23:32, 79256,500
82,500,500,100,100,500,82,86,500,88,100,None,2015-02-28 12:23:33, 79256,500
86,500,500,100,83,500,84,86,500,88,100,None,2015-02-28 12:23:34, 79256,500
83,500,500,500,84,500,80,100,500,88,100,None,2015-02-28 12:23:35, 79256,500
100,500,500,500,100,500,75,100,500,87,100,None,2015-02-28 12:23:36, 79256,500
100,500,500,500,100,500,79,100,500,87,100,None,2015-02-28 12:23:37, 79256,500
89,500,500,500,100,500,82,100,500,84,100,None,2015-02-28 12:23:38, 79256,500
89,500,500,500,100,500,81,100,500,82,100,None,2015-02-28 12:23:39, 79256,500
88,500,500,500,100,500,81,100,500,83,100,None,2015-02-28 12:23:40, 79256,500
87,500,500,500,100,500,82,100,500,88,500,None,2015-02-28 12:23:41, 79256,500
86,500,500,500,100,500,88,100,500,89,500,None,2015-02-28 12:23:42, 79256,500
87,500,500,500,89,500,72,100,500,87,500,None,2015-02-28 12:23:43, 79256,500
88,500,500,500,89,500,100,500,500,86,500,None,2015-02-28 12:23:44, 79256,500
88,500,500,500,88,500,78,500,500,87,500,None,2015-02-28 12:23:45, 79256,500
85,500,500,500,88,500,82,500,500,87,500,None,2015-02-28 12:23:46, 79256,500
83,500,500,500,100,500,89,500,500,88,500,None,2015-02-28 12:23:47, 79256,500
79,500,500,500,100,500,83,500,500,88,500,None,2015-02-28 12:23:48, 79256,500
78,500,500,500,100,88,88,85,500,86,500,None,2015-02-28 12:23:49, 79256,500
81,500,500,500,100,88,84,85,500,86,500,None,2015-02-28 12:23:50, 79256,500
100,500,500,500,100,100,81,87,500,85,500,None,2015-02-28 12:23:51, 79256,500
100,500,500,500,100,100,81,100,500,85,500,None,2015-02-28 12:23:52, 79256,500
82,500,500,500,100,100,84,87,500,86,500,None,2015-02-28 12:23:53, 79256,500
74,500,500,500,100,100,84,88,500,87,500,None,2015-02-28 12:23:54, 79256,500
100,500,500,500,500,100,82,88,500,100,500,None,2015-02-28 12:23:55, 79256,500
78,500,500,500,500,100,82,89,500,88,500,None,2015-02-28 12:23:56, 79256,500
84,500,500,500,500,100,83,89,500,87,500,None,2015-02-28 12:23:57, 79256,500
86,500,500,500,500,100,79,89,500,87,500,None,2015-02-28 12:23:58, 79256,500
89,500,500,500,500,500,76,100,500,86,500,None,2015-02-28 12:23:59, 79256,500
78,500,500,500,500,500,78,100,500,84,500,None,2015-02-28 12:24:00, 79256,500
78,500,500,500,500,500,81,89,500,83,500,None,2015-02-28 12:24:01, 79256,500
79,500,500,500,500,500,78,89,500,88,500,None,2015-02-28 12:24:02, 79256,500
81,500,500,500,500,500,80,88,500,87,500,None,2015-02-28 12:24:03, 79256,500
82,500,500,500,500,500,76,100,500,87,500,None,2015-02-28 12:24:04, 79256,500
87,500,500,500,500,500,81,87,500,87,500,None,2015-02-28 12:24:05, 79256,500
87,500,500,500,500,500,77,87,500,87,500,None,2015-02-28 12:24:06, 79256,500
100,500,500,500,500,500,100,100,500,87,500,None,2015-02-28 12:24:07, 79256,500
77,500,500,500,500,500,100,100,500,88,500,None,2015-02-28 12:24:08, 79256,500
76,500,500,500,500,500,85,100,500,85,500,None,2015-02-28 12:24:09, 79256,500
78,500,500,500,500,500,81,100,500,86,500,None,2015-02-28 12:24:10, 79256,500
83,500,500,500,500,500,100,85,500,88,500,None,2015-02-28 12:24:11, 79256,500
83,500,500,500,500,500,87,85,500,86,500,None,2015-02-28 12:24:12, 79256,500
89,500,500,500,500,500,84,100,500,87,500,None,2015-02-28 12:24:13, 79256,500
80,500,500,500,500,500,78,100,500,86,500,None,2015-02-28 12:24:14, 79256,500
88,500,500,500,500,500,78,100,500,86,500,None,2015-02-28 12:24:15, 79256,500
100,500,500,500,500,500,84,100,500,84,500,None,2015-02-28 12:24:16, 79256,500
77,500,500,500,500,500,88,100,500,83,500,None,2015-02-28 12:24:17, 79256,500
77,500,500,500,500,500,81,100,500,89,500,None,2015-02-28 12:24:18, 79256,500
100,500,500,500,500,500,81,100,500,88,500,None,2015-02-28 12:24:19, 79256,500
82,500,500,500,500,500,85,100,500,87,500,None,2015-02-28 12:24:20, 79256,500
87,500,500,500,500,500,89,500,500,87,500,None,2015-02-28 12:24:21, 79256,500
83,500,500,500,500,500,74,500,500,88,500,None,2015-02-28 12:24:22, 79256,500
76,500,500,500,500,500,86,500,500,88,500,None,2015-02-28 12:24:23, 79256,500
77,500,500,500,500,500,100,500,500,84,500,None,2015-02-28 12:24:24, 79256,500
77,500,500,500,500,500,78,500,500,84,500,None,2015-02-28 12:24:25, 79256,500
75,500,500,500,500,500,75,500,500,100,500,None,2015-02-28 12:24:26, 79256,500
79,500,500,500,500,500,82,500,500,88,500,None,2015-02-28 12:24:27, 79256,500
81,500,500,500,500,500,81,500,500,88,500,None,2015-02-28 12:24:28, 79256,500
81,500,500,500,500,500,100,500,500,88,500,None,2015-02-28 12:24:29, 79256,500
83,500,500,500,500,500,100,500,500,89,500,None,2015-02-28 12:24:30, 79256,500
81,500,500,500,500,500,76,500,500,88,500,None,2015-02-28 12:24:31, 79256,500
77,500,500,500,500,500,76,500,500,88,500,None,2015-02-28 12:24:32, 79256,500
79,500,500,500,500,500,83,500,500,89,500,None,2015-02-28 12:24:33, 79256,500
80,500,500,500,500,500,84,500,500,100,500,None,2015-02-28 12:24:34, 79256,500
83,500,500,500,500,500,85,500,500,100,500,None,2015-02-28 12:24:35, 79256,500
100,500,500,500,500,500,82,500,500,100,500,None,2015-02-28 12:24:36, 79256,500
100,500,500,500,500,500,78,500,500,88,500,None,2015-02-28 12:24:37, 79256,500
76,500,500,500,500,500,81,500,500,88,500,None,2015-02-28 12:24:38, 79256,500
76,500,500,500,500,500,81,500,500,87,500,None,2015-02-28 12:24:39, 79256,500
77,500,500,500,500,500,80,500,500,87,500,None,2015-02-28 12:24:40, 79256,500
77,500,500,500,500,500,82,500,500,87,500,None,2015-02-28 12:24:41, 79256,500
82,500,500,500,500,500,82,500,500,88,500,None,2015-02-28 12:24:42, 79256,500
80,500,500,500,500,500,81,500,500,87,500,None,2015-02-28 12:24:43, 79256,500
81,500,500,500,500,500,83,500,500,88,500,None,2015-02-28 12:24:44, 79256,500
85,500,500,500,500,500,79,500,500,88,500,None,2015-02-28 12:24:45, 79256,500
87,500,500,500,500,500,80,500,500,100,500,None,2015-02-28 12:24:46, 79256,500
87,500,500,500,500,500,100,500,500,88,500,None,2015-02-28 12:24:47, 79256,500
85,500,500,500,500,500,83,500,500,89,500,None,2015-02-28 12:24:48, 79256,500
88,500,500,500,500,500,73,500,500,89,500,None,2015-02-28 12:24:49, 79256,500
85,500,500,500,500,500,83,500,500,88,500,None,2015-02-28 12:24:50, 79256,500
82,500,500,500,500,500,81,500,500,100,500,None,2015-02-28 12:24:51, 79256,500
79,500,500,500,500,500,80,500,500,100,500,None,2015-02-28 12:24:52, 79256,500
77,500,500,500,500,500,82,500,500,100,500,None,2015-02-28 12:24:53, 79256,500
81,500,500,500,500,500,83,500,500,88,500,None,2015-02-28 12:24:54, 79256,500
75,500,500,500,500,500,81,500,500,88,500,None,2015-02-28 12:24:55, 79256,500
78,500,500,500,500,500,100,500,500,100,500,None,2015-02-28 12:24:56, 79256,500
74,500,500,500,500,500,89,500,500,100,500,None,2015-02-28 12:24:57, 79256,500
76,500,500,500,500,500,89,500,500,100,500,None,2015-02-28 12:24:58, 79256,500
77,500,500,500,500,500,100,500,500,100,500,None,2015-02-28 12:24:59, 79256,500
83,500,500,500,500,500,83,500,500,100,500,None,2015-02-28 12:25:00, 79256,500
87,500,500,500,500,500,82,500,500,89,500,None,2015-02-28 12:25:01, 79256,500
82,500,500,500,500,500,82,500,500,89,500,None,2015-02-28 12:25:02, 79256,500
83,500,500,500,500,500,76,500,500,89,500,None,2015-02-28 12:25:03, 79256,500
84,500,500,500,500,500,80,500,500,100,500,None,2015-02-28 12:25:04, 79256,500
100,500,500,500,500,500,83,500,500,100,500,None,2015-02-28 12:25:05, 79256,500
89,500,500,500,500,500,76,500,500,89,500,None,2015-02-28 12:25:06, 79256,500
88,500,500,500,500,500,77,500,500,100,500,None,2015-02-28 12:25:07, 79256,500
88,500,500,500,500,500,77,500,500,100,500,None,2015-02-28 12:25:08, 79256,500
89,500,500,500,500,500,100,500,500,100,500,None,2015-02-28 12:25:09, 79256,500
84,500,500,500,500,500,89,500,500,100,500,None,2015-02-28 12:25:10, 79256,500
84,500,500,500,500,500,78,500,500,100,500,None,2015-02-28 12:25:11, 79256,500
86,500,500,500,500,500,80,500,500,100,500,None,2015-02-28 12:25:12, 79256,500
86,500,500,500,500,500,76,500,500,100,500,None,2015-02-28 12:25:13, 79256,500
