11057,12647,12724,13846,28873,31853,34946,38215,38591,40399,47682,location,timestamp,visitor_history_id,19896
95,500,500,94,88,100,86,88,500,78,89,None,2015-02-28 15:01:31, 50272,500
95,500,500,94,90,100,88,85,500,79,87,None,2015-02-28 15:01:32, 50272,500
92,500,500,89,83,92,86,84,500,79,86,None,2015-02-28 15:01:33, 50272,500
89,500,500,89,81,92,90,84,500,77,86,None,2015-02-28 15:01:34, 50272,500
100,500,500,90,83,96,89,86,500,78,85,None,2015-02-28 15:01:35, 50272,500
100,500,500,94,84,94,86,84,500,85,86,None,2015-02-28 15:01:36, 50272,500
91,500,500,89,79,93,82,83,500,85,89,None,2015-02-28 15:01:37, 50272,500
100,500,500,89,79,92,84,84,500,80,88,None,2015-02-28 15:01:38, 50272,500
91,500,500,90,100,92,85,85,500,77,89,None,2015-02-28 15:01:39, 50272,500
100,500,500,90,81,100,81,86,500,77,91,None,2015-02-28 15:01:40, 50272,500
90,500,500,90,87,92,90,82,500,89,85,None,2015-02-28 15:01:41, 50272,500
88,500,500,91,89,90,100,83,500,83,83,None,2015-02-28 15:01:42, 50272,500
86,500,500,94,83,90,87,81,500,80,86,None,2015-02-28 15:01:43, 50272,500
87,500,500,90,82,92,90,80,500,79,87,None,2015-02-28 15:01:44, 50272,500
90,500,500,88,82,92,86,81,500,78,83,None,2015-02-28 15:01:45, 50272,500
90,93,500,88,86,91,82,80,500,79,85,None,2015-02-28 15:01:46, 50272,500
100,100,500,95,100,92,81,79,500,80,88,None,2015-02-28 15:01:47, 50272,500
100,100,500,100,86,92,83,82,500,84,90,None,2015-02-28 15:01:48, 50272,500
86,100,500,100,88,93,78,77,500,84,92,None,2015-02-28 15:01:49, 50272,500
86,100,500,100,88,92,78,80,500,82,90,None,2015-02-28 15:01:50, 50272,500
90,100,500,100,82,96,83,81,500,78,88,None,2015-02-28 15:01:51, 50272,500
89,100,500,88,82,100,88,78,500,74,85,None,2015-02-28 15:01:52, 50272,500
87,100,500,87,84,86,82,79,500,80,86,None,2015-02-28 15:01:53, 50272,500
87,100,500,87,87,100,100,77,500,79,85,None,2015-02-28 15:01:54, 50272,500
87,100,500,100,100,100,86,78,500,79,87,None,2015-02-28 15:01:55, 50272,500
100,500,500,100,86,100,84,82,500,82,87,None,2015-02-28 15:01:56, 50272,500
