100,500,500,100,500,100,85,500,74,100,None,2015-02-28 14:57:00, 48842,500,500
100,500,500,100,500,100,82,500,72,88,None,2015-02-28 14:57:01, 48842,500,500
100,500,500,100,500,100,83,500,71,89,None,2015-02-28 14:57:02, 48842,500,500
100,500,500,89,500,100,87,500,73,100,None,2015-02-28 14:57:03, 48842,500,500
100,500,500,89,500,81,86,500,73,100,None,2015-02-28 14:57:04, 48842,500,500
100,500,500,100,500,82,86,500,71,100,None,2015-02-28 14:57:05, 48842,500,500
100,500,500,100,500,83,86,500,70,100,None,2015-02-28 14:57:06, 48842,500,500
100,500,500,100,500,89,100,500,71,100,None,2015-02-28 14:57:07, 48842,500,500
500,500,500,100,500,89,89,500,73,100,None,2015-02-28 14:57:08, 48842,500,500
500,500,500,100,500,87,87,500,73,100,None,2015-02-28 14:57:09, 48842,500,500
500,500,500,100,500,87,100,500,77,100,None,2015-02-28 14:57:10, 48842,500,500
500,500,500,100,500,89,87,500,78,500,None,2015-02-28 14:57:11, 48842,500,500
500,500,500,100,500,81,79,500,78,500,None,2015-02-28 14:57:12, 48842,500,500
89,500,500,500,500,86,83,500,74,89,None,2015-02-28 14:57:13, 48842,500,500
89,500,500,500,89,82,85,500,72,87,None,2015-02-28 14:57:14, 48842,500,500
100,500,500,500,100,84,85,500,71,87,None,2015-02-28 14:57:15, 48842,500,500
100,500,500,500,100,82,79,500,69,100,None,2015-02-28 14:57:16, 48842,500,500
100,500,500,500,100,81,79,500,69,100,None,2015-02-28 14:57:17, 48842,500,500
100,500,500,86,100,82,80,500,69,89,None,2015-02-28 14:57:18, 48842,500,500
100,500,500,86,100,81,82,500,69,88,None,2015-02-28 14:57:19, 48842,500,500
100,500,500,100,100,100,78,500,77,100,None,2015-02-28 14:57:20, 48842,500,500
100,500,500,100,100,100,83,500,69,100,None,2015-02-28 14:57:21, 48842,500,500
100,500,500,89,100,89,78,500,69,89,None,2015-02-28 14:57:22, 48842,500,500
500,500,500,89,100,87,85,500,74,100,None,2015-02-28 14:57:23, 48842,500,500
500,500,500,89,500,85,83,500,81,88,None,2015-02-28 14:57:24, 48842,500,500
500,500,500,100,500,84,84,500,76,89,None,2015-02-28 14:57:25, 48842,500,500
500,500,500,89,500,84,85,500,76,100,None,2015-02-28 14:57:26, 48842,500,500
500,500,500,88,500,88,84,500,100,87,None,2015-02-28 14:57:27, 48842,500,500
500,500,500,100,500,85,82,500,76,87,None,2015-02-28 14:57:28, 48842,500,500
86,500,500,85,500,86,81,500,100,100,None,2015-02-28 14:57:29, 48842,500,500
85,500,500,100,500,87,100,500,80,100,None,2015-02-28 14:57:30, 48842,500,500
100,500,500,100,500,85,75,500,100,100,None,2015-02-28 14:57:31, 48842,500,500
100,500,500,100,500,84,100,500,87,100,None,2015-02-28 14:57:32, 48842,500,500
87,500,500,100,500,88,81,500,100,100,None,2015-02-28 14:57:33, 48842,500,500
85,500,500,100,500,89,100,500,88,100,None,2015-02-28 14:57:34, 48842,500,500
86,500,500,87,500,77,100,500,100,100,None,2015-02-28 14:57:35, 48842,500,500
86,500,500,87,500,73,100,500,83,100,None,2015-02-28 14:57:36, 48842,500,500
83,500,500,88,500,82,89,500,100,500,None,2015-02-28 14:57:37, 48842,500,500
83,500,500,88,500,80,100,500,83,500,None,2015-02-28 14:57:38, 48842,500,500
89,500,500,89,500,82,89,500,100,500,None,2015-02-28 14:57:39, 48842,500,500
86,500,500,100,500,85,100,500,87,500,None,2015-02-28 14:57:40, 48842,500,500
85,500,500,100,500,83,89,500,100,500,None,2015-02-28 14:57:41, 48842,500,500
87,500,500,100,500,82,100,500,100,500,None,2015-02-28 14:57:42, 48842,500,500
87,500,500,100,500,83,100,500,100,500,None,2015-02-28 14:57:43, 48842,500,500
88,500,500,100,500,84,100,500,100,500,None,2015-02-28 14:57:44, 48842,500,500
85,500,500,100,500,79,100,500,100,500,None,2015-02-28 14:57:45, 48842,500,500
82,500,500,100,500,79,100,500,100,500,None,2015-02-28 14:57:46, 48842,500,500
82,500,500,100,500,84,100,500,100,500,None,2015-02-28 14:57:47, 48842,500,500
100,500,500,500,500,86,100,500,86,500,None,2015-02-28 14:57:48, 48842,500,500
77,500,500,500,500,85,100,500,100,500,None,2015-02-28 14:57:49, 48842,500,500
100,500,500,89,500,86,100,500,100,500,None,2015-02-28 14:57:50, 48842,500,500
100,500,500,100,500,84,500,500,100,500,None,2015-02-28 14:57:51, 48842,500,500
86,500,500,100,500,84,500,500,89,500,None,2015-02-28 14:57:52, 48842,500,500
88,500,500,100,500,78,500,500,100,500,None,2015-02-28 14:57:53, 48842,500,500
86,500,500,100,500,78,500,500,89,500,None,2015-02-28 14:57:54, 48842,500,500
85,500,500,100,500,78,500,500,100,500,None,2015-02-28 14:57:55, 48842,500,500
83,500,500,86,500,78,500,500,100,500,None,2015-02-28 14:57:56, 48842,500,500
85,500,500,87,89,81,500,500,100,500,None,2015-02-28 14:57:57, 48842,500,500
83,500,500,100,89,81,500,500,100,500,None,2015-02-28 14:57:58, 48842,500,500
80,500,500,100,100,79,500,500,100,500,None,2015-02-28 14:57:59, 48842,500,500
80,500,500,100,100,80,500,500,83,500,None,2015-02-28 14:58:00, 48842,500,500
100,500,500,87,100,81,500,500,100,500,None,2015-02-28 14:58:01, 48842,500,500
100,500,500,87,100,79,500,500,86,500,None,2015-02-28 14:58:02, 48842,500,500
100,500,500,86,100,79,500,500,100,500,None,2015-02-28 14:58:03, 48842,500,500
85,500,500,87,100,100,500,500,86,500,None,2015-02-28 14:58:04, 48842,500,500
83,500,500,88,100,100,500,500,100,500,None,2015-02-28 14:58:05, 48842,500,500
82,500,500,100,100,76,500,500,100,500,None,2015-02-28 14:58:06, 48842,500,500
85,500,500,88,500,77,500,500,100,500,None,2015-02-28 14:58:07, 48842,500,500
85,500,500,88,500,78,500,500,86,500,None,2015-02-28 14:58:08, 48842,500,500
85,500,500,89,500,77,500,500,100,500,None,2015-02-28 14:58:09, 48842,500,500
83,500,500,88,500,76,500,500,82,500,None,2015-02-28 14:58:10, 48842,500,500
79,500,500,100,500,86,500,500,100,500,None,2015-02-28 14:58:11, 48842,500,500
100,500,500,100,500,84,500,500,83,500,None,2015-02-28 14:58:12, 48842,500,500
83,500,500,100,500,82,500,500,100,500,None,2015-02-28 14:58:13, 48842,500,500
75,500,500,100,500,77,500,500,100,500,None,2015-02-28 14:58:14, 48842,500,500
79,500,500,100,500,82,500,500,100,500,None,2015-02-28 14:58:15, 48842,500,500
82,500,500,100,500,82,500,500,100,500,None,2015-02-28 14:58:16, 48842,500,500
83,500,500,100,500,85,500,500,100,500,None,2015-02-28 14:58:17, 48842,500,500
89,500,500,100,500,100,500,500,100,500,None,2015-02-28 14:58:18, 48842,500,500
85,500,500,100,500,87,500,500,100,500,None,2015-02-28 14:58:19, 48842,500,500
81,500,500,500,500,89,500,500,87,500,None,2015-02-28 14:58:20, 48842,500,500
82,500,500,500,500,86,500,500,100,500,None,2015-02-28 14:58:21, 48842,500,500
83,500,500,500,500,83,500,500,100,500,None,2015-02-28 14:58:22, 48842,500,500
85,500,500,500,500,100,500,500,100,500,None,2015-02-28 14:58:23, 48842,500,500
88,500,500,500,500,88,500,500,100,500,None,2015-02-28 14:58:24, 48842,500,500
83,500,500,500,500,87,500,500,100,500,None,2015-02-28 14:58:25, 48842,500,500
78,500,500,500,500,87,500,500,100,500,None,2015-02-28 14:58:26, 48842,500,500
77,500,500,500,500,84,500,500,100,500,None,2015-02-28 14:58:27, 48842,500,500
80,500,500,500,500,80,500,500,100,500,None,2015-02-28 14:58:28, 48842,500,500
82,500,500,500,500,84,500,500,100,500,None,2015-02-28 14:58:29, 48842,500,500
82,500,500,500,500,87,500,500,500,500,None,2015-02-28 14:58:30, 48842,500,500
78,500,500,500,500,87,500,500,500,500,None,2015-02-28 14:58:31, 48842,500,500
73,500,500,500,500,89,500,500,500,500,None,2015-02-28 14:58:32, 48842,500,500
85,500,500,500,500,89,500,500,500,500,None,2015-02-28 14:58:33, 48842,500,500
83,500,500,500,500,89,500,500,500,500,None,2015-02-28 14:58:34, 48842,500,500
83,500,500,500,500,88,500,500,500,500,None,2015-02-28 14:58:35, 48842,500,500
100,500,500,500,500,81,500,500,500,500,None,2015-02-28 14:58:36, 48842,500,500
84,500,500,500,500,82,500,500,500,500,None,2015-02-28 14:58:37, 48842,500,500
80,500,500,500,500,100,500,500,500,500,None,2015-02-28 14:58:38, 48842,500,500
83,500,500,500,500,86,500,500,500,500,None,2015-02-28 14:58:39, 48842,500,500
85,500,500,500,500,86,500,500,500,500,None,2015-02-28 14:58:40, 48842,500,500
84,500,500,500,500,82,500,500,500,500,None,2015-02-28 14:58:41, 48842,500,500
84,500,500,500,500,84,500,500,500,500,None,2015-02-28 14:58:42, 48842,500,500
89,500,500,500,500,85,500,500,500,500,None,2015-02-28 14:58:43, 48842,500,500
89,500,500,500,500,83,500,500,500,500,None,2015-02-28 14:58:44, 48842,500,500
84,500,500,500,500,83,500,500,500,500,None,2015-02-28 14:58:45, 48842,500,500
81,500,500,500,500,86,500,500,88,500,None,2015-02-28 14:58:46, 48842,500,500
82,500,500,500,500,80,500,500,100,500,None,2015-02-28 14:58:47, 48842,500,500
82,500,500,500,500,81,500,500,89,500,None,2015-02-28 14:58:48, 48842,500,500
85,500,500,500,500,80,500,500,100,500,None,2015-02-28 14:58:49, 48842,500,500
86,500,500,500,500,80,500,500,100,500,None,2015-02-28 14:58:50, 48842,500,500
87,500,500,500,500,85,500,500,100,500,None,2015-02-28 14:58:51, 48842,500,500
85,500,500,500,500,88,500,500,100,500,None,2015-02-28 14:58:52, 48842,500,500
81,500,500,500,500,81,500,500,100,500,None,2015-02-28 14:58:53, 48842,500,500
87,500,500,500,500,81,500,500,100,500,None,2015-02-28 14:58:54, 48842,500,500
82,500,500,500,500,80,500,500,100,500,None,2015-02-28 14:58:55, 48842,500,500
85,500,500,500,500,78,500,500,100,500,None,2015-02-28 14:58:56, 48842,500,500
71,500,500,500,500,76,500,500,100,500,None,2015-02-28 14:58:57, 48842,500,500
76,500,500,500,500,100,500,500,88,500,None,2015-02-28 14:58:58, 48842,500,500
78,500,500,500,500,86,500,500,100,500,None,2015-02-28 14:58:59, 48842,500,500
83,500,500,500,500,79,500,500,100,500,None,2015-02-28 14:59:00, 48842,500,500
85,500,500,500,500,74,500,500,100,500,None,2015-02-28 14:59:01, 48842,500,500
84,500,500,500,500,88,500,500,100,500,None,2015-02-28 14:59:02, 48842,500,500
78,500,500,500,500,86,500,500,100,500,None,2015-02-28 14:59:03, 48842,500,500
80,500,500,500,500,83,500,500,100,500,None,2015-02-28 14:59:04, 48842,500,500
81,500,500,500,500,86,500,500,100,500,None,2015-02-28 14:59:05, 48842,500,500
81,500,500,500,500,88,500,500,100,500,None,2015-02-28 14:59:06, 48842,500,500
77,500,500,500,500,83,500,500,100,500,None,2015-02-28 14:59:07, 48842,500,500
72,500,500,500,500,82,500,500,500,500,None,2015-02-28 14:59:08, 48842,500,500
74,500,500,500,500,84,500,500,500,500,None,2015-02-28 14:59:09, 48842,500,500
76,500,500,500,500,82,500,500,500,500,None,2015-02-28 14:59:10, 48842,500,500
81,500,500,500,500,83,500,500,500,500,None,2015-02-28 14:59:11, 48842,500,500
83,500,500,500,500,100,500,500,88,500,None,2015-02-28 14:59:12, 48842,500,500
77,500,500,88,500,100,500,500,100,500,None,2015-02-28 14:59:13, 48842,500,500
85,500,500,88,500,79,500,500,100,500,None,2015-02-28 14:59:14, 48842,500,500
79,500,500,100,500,83,500,500,100,500,None,2015-02-28 14:59:15, 48842,500,500
76,500,500,100,500,100,500,500,100,500,None,2015-02-28 14:59:16, 48842,500,500
86,500,500,100,500,85,500,500,100,500,None,2015-02-28 14:59:17, 48842,500,500
88,500,500,100,500,88,500,500,100,500,None,2015-02-28 14:59:18, 48842,500,500
74,500,500,100,500,100,500,500,100,500,None,2015-02-28 14:59:19, 48842,500,500
78,500,500,100,500,86,500,500,100,500,None,2015-02-28 14:59:20, 48842,500,500
81,500,500,100,500,82,500,500,100,500,None,2015-02-28 14:59:21, 48842,500,500
80,500,500,100,500,80,500,500,500,500,None,2015-02-28 14:59:22, 48842,500,500
76,500,500,500,500,81,500,500,500,500,None,2015-02-28 14:59:23, 48842,500,500
81,500,500,500,500,84,500,500,500,500,None,2015-02-28 14:59:24, 48842,500,500
86,500,500,500,500,85,500,500,500,500,None,2015-02-28 14:59:25, 48842,500,500
79,500,500,500,500,100,500,500,500,500,None,2015-02-28 14:59:26, 48842,500,500
80,500,500,500,500,80,500,500,500,500,None,2015-02-28 14:59:27, 48842,500,500
82,500,500,500,500,80,500,500,500,500,None,2015-02-28 14:59:28, 48842,500,500
82,500,500,500,500,86,500,500,500,500,None,2015-02-28 14:59:29, 48842,500,500
78,500,500,500,500,84,500,500,88,500,None,2015-02-28 14:59:30, 48842,500,500
81,500,500,500,500,82,500,500,100,500,None,2015-02-28 14:59:31, 48842,500,500
85,500,500,500,500,82,500,500,100,500,None,2015-02-28 14:59:32, 48842,500,500
87,500,500,500,500,82,500,500,100,500,None,2015-02-28 14:59:33, 48842,500,500
89,500,500,500,500,82,500,500,100,500,None,2015-02-28 14:59:34, 48842,500,500
100,500,500,500,500,86,500,500,100,500,None,2015-02-28 14:59:35, 48842,500,500
100,500,500,500,500,89,500,500,100,500,None,2015-02-28 14:59:36, 48842,500,500
89,500,500,500,500,100,500,500,100,500,None,2015-02-28 14:59:37, 48842,500,500
76,500,500,500,500,87,500,500,100,500,None,2015-02-28 14:59:38, 48842,500,500
100,500,500,500,500,87,500,500,100,500,None,2015-02-28 14:59:39, 48842,500,500
87,500,500,500,500,88,500,500,500,500,None,2015-02-28 14:59:40, 48842,500,500
89,500,500,500,500,80,500,500,500,500,None,2015-02-28 14:59:41, 48842,500,500
100,500,500,500,500,85,500,500,500,500,None,2015-02-28 14:59:42, 48842,500,500
82,500,500,500,500,100,500,500,500,500,None,2015-02-28 14:59:43, 48842,500,500
82,500,500,500,500,89,500,500,500,500,None,2015-02-28 14:59:44, 48842,500,500
84,500,500,500,500,88,500,500,500,500,None,2015-02-28 14:59:45, 48842,500,500
87,500,500,500,500,88,500,500,500,500,None,2015-02-28 14:59:46, 48842,500,500
88,500,500,500,500,78,500,500,500,500,None,2015-02-28 14:59:47, 48842,500,500
100,500,500,500,500,76,500,500,500,500,None,2015-02-28 14:59:48, 48842,500,500
88,500,500,500,500,74,500,500,500,500,None,2015-02-28 14:59:49, 48842,500,500
88,500,500,500,500,100,500,500,500,500,None,2015-02-28 14:59:50, 48842,500,500
88,500,500,500,500,100,500,500,500,500,None,2015-02-28 14:59:51, 48842,500,500
88,500,500,500,500,100,500,500,500,500,None,2015-02-28 14:59:52, 48842,500,500
88,500,500,500,500,100,500,500,500,500,None,2015-02-28 14:59:53, 48842,500,500
88,500,500,500,500,100,500,500,500,500,None,2015-02-28 14:59:54, 48842,500,500
82,500,500,500,500,79,500,500,500,500,None,2015-02-28 14:59:55, 48842,500,500
83,500,500,500,500,81,500,500,500,500,None,2015-02-28 14:59:56, 48842,500,500
100,500,500,500,500,84,500,500,500,500,None,2015-02-28 14:59:57, 48842,500,500
85,500,500,500,500,82,500,500,500,500,None,2015-02-28 14:59:58, 48842,500,500
83,500,500,500,500,81,500,500,500,500,None,2015-02-28 14:59:59, 48842,500,500
83,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:00:00, 48842,500,500
81,500,500,500,500,79,500,500,500,500,None,2015-02-28 15:00:01, 48842,500,500
78,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:02, 48842,500,500
100,500,500,500,500,84,500,500,500,500,None,2015-02-28 15:00:03, 48842,500,500
85,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:04, 48842,500,500
81,500,500,500,500,83,500,500,500,500,None,2015-02-28 15:00:05, 48842,500,500
79,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:06, 48842,500,500
79,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:07, 48842,500,500
82,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:08, 48842,500,500
85,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:00:09, 48842,500,500
87,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:10, 48842,500,500
87,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:11, 48842,500,500
87,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:00:12, 48842,500,500
100,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:13, 48842,500,500
100,500,500,500,500,85,500,500,500,500,None,2015-02-28 15:00:14, 48842,500,500
84,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:00:15, 48842,500,500
84,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:00:16, 48842,500,500
87,500,500,500,500,85,500,500,500,500,None,2015-02-28 15:00:17, 48842,500,500
100,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:18, 48842,500,500
81,500,500,500,500,84,500,500,500,500,None,2015-02-28 15:00:19, 48842,500,500
82,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:20, 48842,500,500
87,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:21, 48842,500,500
87,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:22, 48842,500,500
84,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:23, 48842,500,500
80,500,500,500,500,79,500,500,500,500,None,2015-02-28 15:00:24, 48842,500,500
88,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:00:25, 48842,500,500
88,500,500,500,500,89,500,500,500,500,None,2015-02-28 15:00:26, 48842,500,500
87,500,500,500,500,89,500,500,500,500,None,2015-02-28 15:00:27, 48842,500,500
88,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:00:28, 48842,500,500
89,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:00:29, 48842,500,500
100,500,500,500,500,81,500,500,500,500,None,2015-02-28 15:00:30, 48842,500,500
100,500,500,500,500,80,500,500,500,500,None,2015-02-28 15:00:31, 48842,500,500
84,500,500,500,500,79,500,500,500,500,None,2015-02-28 15:00:32, 48842,500,500
86,500,500,500,500,78,500,500,500,500,None,2015-02-28 15:00:33, 48842,500,500
83,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:34, 48842,500,500
78,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:35, 48842,500,500
100,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:36, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:37, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:38, 48842,500,500
87,500,500,500,500,84,500,500,500,500,None,2015-02-28 15:00:39, 48842,500,500
86,500,500,500,500,83,500,500,500,500,None,2015-02-28 15:00:40, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:41, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:42, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:43, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:44, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:45, 48842,500,500
87,500,500,500,500,78,500,500,500,500,None,2015-02-28 15:00:46, 48842,500,500
88,500,500,500,500,80,500,500,500,500,None,2015-02-28 15:00:47, 48842,500,500
88,500,500,500,500,86,500,500,500,500,None,2015-02-28 15:00:48, 48842,500,500
100,500,500,500,500,86,500,500,500,500,None,2015-02-28 15:00:49, 48842,500,500
88,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:50, 48842,500,500
88,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:51, 48842,500,500
100,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:52, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:53, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:00:54, 48842,500,500
88,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:55, 48842,500,500
88,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:56, 48842,500,500
100,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:00:57, 48842,500,500
100,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:00:58, 48842,500,500
87,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:00:59, 48842,500,500
87,500,500,500,500,88,500,500,500,500,None,2015-02-28 15:01:00, 48842,500,500
89,500,500,500,500,89,500,500,500,500,None,2015-02-28 15:01:01, 48842,500,500
100,500,500,500,500,86,500,500,500,500,None,2015-02-28 15:01:02, 48842,500,500
100,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:01:03, 48842,500,500
87,500,500,500,500,86,500,500,500,500,None,2015-02-28 15:01:04, 48842,500,500
88,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:01:05, 48842,500,500
100,500,500,500,500,86,500,500,500,500,None,2015-02-28 15:01:06, 48842,500,500
89,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:01:07, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:01:08, 48842,500,500
100,500,500,500,500,89,500,500,500,500,None,2015-02-28 15:01:09, 48842,500,500
100,500,500,500,500,89,500,500,500,500,None,2015-02-28 15:01:10, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:01:11, 48842,500,500
100,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:01:12, 48842,500,500
100,500,500,500,500,87,500,500,500,500,None,2015-02-28 15:01:13, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:01:14, 48842,500,500
88,500,500,500,500,83,500,500,500,500,None,2015-02-28 15:01:15, 48842,500,500
87,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:01:16, 48842,500,500
87,500,500,500,500,85,500,500,500,500,None,2015-02-28 15:01:17, 48842,500,500
88,500,500,500,500,89,500,500,500,500,None,2015-02-28 15:01:18, 48842,500,500
100,500,500,500,500,89,500,500,500,500,None,2015-02-28 15:01:19, 48842,500,500
100,500,500,500,500,83,500,500,500,500,None,2015-02-28 15:01:20, 48842,500,500
100,500,500,500,500,85,500,500,500,500,None,2015-02-28 15:01:21, 48842,500,500
88,500,500,500,500,86,500,500,500,500,None,2015-02-28 15:01:22, 48842,500,500
84,500,500,500,500,86,500,500,500,500,None,2015-02-28 15:01:23, 48842,500,500
86,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:01:24, 48842,500,500
86,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:01:25, 48842,500,500
86,500,500,500,500,78,500,500,500,500,None,2015-02-28 15:01:26, 48842,500,500
83,500,500,500,500,79,500,500,500,500,None,2015-02-28 15:01:27, 48842,500,500
100,500,500,500,500,100,500,500,500,500,None,2015-02-28 15:01:28, 48842,500,500
89,500,500,500,500,85,500,500,500,500,None,2015-02-28 15:01:29, 48842,500,500
89,500,500,500,500,83,500,500,500,500,None,2015-02-28 15:01:30, 48842,500,500
100,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:01:31, 48842,500,500
83,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:01:32, 48842,500,500
83,500,500,500,500,79,500,500,500,500,None,2015-02-28 15:01:33, 48842,500,500
84,500,500,500,500,79,500,500,500,500,None,2015-02-28 15:01:34, 48842,500,500
100,500,500,500,500,83,500,500,500,500,None,2015-02-28 15:01:35, 48842,500,500
100,500,500,500,500,85,500,500,500,500,None,2015-02-28 15:01:36, 48842,500,500
89,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:01:37, 48842,500,500
89,500,500,500,500,82,500,500,500,500,None,2015-02-28 15:01:38, 48842,500,500
88,500,500,500,500,81,500,500,500,500,None,2015-02-28 15:01:39, 48842,500,500
87,500,500,500,500,79,500,500,500,500,None,2015-02-28 15:01:40, 48842,500,500
88,500,500,500,500,81,500,500,500,500,None,2015-02-28 15:01:41, 48842,500,500
100,500,500,500,500,84,500,500,500,500,None,2015-02-28 15:01:42, 48842,500,500
100,500,500,500,500,84,500,500,500,500,None,2015-02-28 15:01:43, 48842,500,500
83,500,500,500,500,83,500,500,500,500,None,2015-02-28 15:01:44, 48842,500,500
